rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,HansOnTwitch,United States,3161,GM,10.0,73.0,9,2,0
2,Hikaru,United States,3223,GM,10.0,63.5,10,0,0
3,DenLaz,Click here to see our stance on the war in Ukraine,3135,GM,9.0,76.0,8,2,0
4,platy3,Spain,2921,GM,9.0,65.5,9,0,0
5,Jospem,Mexico,3078,GM,9.0,64.5,9,0,0
6,SantoBlue,Türkiye,2845,GM,9.0,62.5,9,0,0
7,TigrVShlyape,United States,2902,GM,8.5,71.0,8,1,0
8,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,8.5,70.5,7,3,0
9,GMWSO,United States,3101,GM,8.5,69.5,8,1,0
10,Elsa167,Croatia,2782,GM,8.5,68.0,8,1,0
11,Polish_fighter3000,Poland,3057,GM,8.5,67.5,8,1,0
12,Beca95,Serbia,2905,GM,8.5,62.5,7,3,0
13,dmitrijiIM,Isle of Man,2888,FM,8.5,61.5,8,1,0
14,h4parah5,Spain,2963,GM,8.5,61.0,8,1,0
15,Msb2,Germany,3132,GM,8.0,73.0,7,2,0
16,FairChess_on_YouTube,Maldives,3127,GM,8.0,68.5,7,2,0
17,Njal28,Armenia,2958,GM,8.0,68.5,8,0,0
18,tptagain,Spain,3031,GM,8.0,68.0,8,0,0
19,SpeedofLight0,United States,3172,GM,8.0,67.5,7,2,0
20,mishanick,Serbia,3040,GM,8.0,66.0,8,0,0
21,Azerichess,Azerbaijan,2995,GM,8.0,65.5,6,4,0
22,jefferyx,United States,3122,GM,8.0,65.0,7,2,0
23,ChristopherYoo,Tuvalu,3027,GM,8.0,65.0,8,0,0
24,GMBenjaminBok,Netherlands,3003,GM,8.0,63.0,7,2,0
25,Alex_Sahakyan2006,Armenia,2742,FM,8.0,61.5,8,0,0
26,jcibarra,Spain,3034,GM,8.0,59.0,7,2,0
27,Genghis_K,Argentina,2928,GM,8.0,58.5,8,0,0
28,MikaelyanArman,United States,2889,GM,8.0,52.5,8,0,0
29,Zhigalko_Sergei,International,2948,GM,7.5,72.0,7,1,0
30,rasmussvane,Germany,3000,GM,7.5,71.5,6,3,0
31,temus_galaktionov,Click here to see our stance on the war in Ukraine,2819,FM,7.5,70.5,7,1,0
32,Adar_07,Türkiye,2729,IM,7.5,68.0,6,3,0
33,BogdanDeac,Romania,3066,GM,7.5,66.5,6,3,0
34,ContrVersia,Lithuania,2909,GM,7.5,62.0,7,1,0
35,Eduard_Limonov,Click here to see our stance on the war in Ukraine,2947,IM,7.5,61.5,7,1,0
36,K_A_S_T_O_R,Chile,2876,GM,7.5,61.5,7,1,0
37,crescentmoon2411,Vietnam,2912,GM,7.5,61.5,7,1,0
38,Seochesspie,Sweden,2831,IM,7.5,61.5,7,1,0
39,mbojan,Bosnia-Herzegovina,2912,IM,7.5,61.0,7,1,0
40,Ajedrecista3000,Spain,2648,IM,7.5,61.0,7,1,0
41,krzyzan94,Poland,2851,GM,7.5,60.0,7,1,0
42,Hamisandwich,Moldova,2805,GM,7.5,59.5,7,1,0
43,TanitoluwaAps116,United States,2662,FM,7.5,59.0,7,1,0
44,Sokoloco,Kazakhstan,2715,IM,7.5,58.5,7,1,0
45,rquery98,India,2815,IM,7.5,58.0,7,1,0
46,snowlord,International,2928,FM,7.5,48.5,7,1,0
47,josmito10,Click here to see our stance on the war in Ukraine,2789,IM,7.0,74.5,7,0,0
48,AradNazari,Iran,2773,IM,7.0,69.5,7,0,0
49,Kacparov,Poland,2952,IM,7.0,68.0,6,2,0
50,Vladimir_2020,Click here to see our stance on the war in Ukraine,2777,GM,7.0,67.5,7,0,0
51,Evgeny81,Israel,2754,GM,7.0,64.5,5,4,0
52,KaydenTroffChess,United States,2908,GM,7.0,64.0,6,2,0
53,pavet,Argentina,2695,IM,7.0,62.5,6,2,0
54,manitodeplomo,Chile,2670,IM,7.0,61.0,7,0,0
55,aghasiyevkamal,Azerbaijan,2651,IM,7.0,60.5,7,0,0
56,ozates,Türkiye,2669,FM,7.0,60.0,7,0,0
57,SnekkerAndersen,Norway,2599,FM,7.0,59.0,6,2,0
58,GMKrikor,Brazil,2878,GM,7.0,58.5,7,0,0
59,Byniolus,Poland,2772,GM,7.0,58.5,7,0,0
60,ameetghasi100,United Kingdom,2721,IM,7.0,58.0,7,0,0
61,blitis,Argentina,2648,IM,7.0,57.0,7,0,0
62,AlexeiShirov,Spain,2831,GM,7.0,56.0,6,2,0
