rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,Grischuk,Click here to see our stance on the war in Ukraine,3073,GM,9.5,73.0,9,1,0
2,MagnusCarlsen,Norway,3251,GM,9.5,71.0,8,3,0
3,BillieKimbah,Click here to see our stance on the war in Ukraine,2938,GM,9.0,76.0,8,2,0
4,Oleksandr_Bortnyk,United States,3109,GM,9.0,72.0,7,4,0
5,Firouzja2003,France,3156,GM,9.0,69.0,8,2,0
6,platy3,Spain,2921,GM,9.0,67.0,8,2,0
7,Zhigalko_Sergei,International,2948,GM,8.5,70.5,7,3,0
8,Zkid,United States,2903,GM,8.5,70.0,8,1,0
9,0gZPanda,United States,3103,IM,8.5,68.0,8,1,0
10,alexrustemov,Click here to see our stance on the war in Ukraine,2939,GM,8.5,66.0,8,1,0
11,Elsa167,Croatia,2782,GM,8.5,65.5,8,1,0
12,Vaathi_Coming,India,2950,GM,8.0,75.5,8,0,0
13,kuli4ik,Click here to see our stance on the war in Ukraine,2914,GM,8.0,74.0,7,2,0
14,mbojan,Bosnia-Herzegovina,2912,IM,8.0,71.0,8,0,0
15,FairChess_on_YouTube,Maldives,3127,GM,8.0,68.0,7,2,0
16,Semetey,Kyrgyzstan,2609,IM,8.0,64.5,7,2,0
17,Rutricks,Spain,2692,IM,8.0,63.5,8,0,0
18,krzyzan94,Poland,2851,GM,8.0,62.0,8,0,0
19,hansen,Canada,2963,GM,8.0,61.5,8,0,0
20,Harry_Rakkel,Poland,2636,GM,8.0,61.0,8,0,0
21,BlackBoarder,Switzerland,2700,FM,8.0,60.5,8,0,0
22,Witik,Click here to see our stance on the war in Ukraine,2796,FM,8.0,58.0,8,0,0
23,ozates,Türkiye,2669,FM,8.0,57.5,8,0,0
24,Korchmar_Vasiliy,Click here to see our stance on the war in Ukraine,2724,IM,8.0,57.5,7,2,0
25,Ali_rastbod,Iran,2730,FM,8.0,56.0,8,0,0
26,jefferyx,United States,3122,GM,8.0,52.5,7,2,0
27,ContrVersia,Lithuania,2909,GM,7.5,73.0,7,1,0
28,TigrVShlyape,United States,2902,GM,7.5,64.0,6,3,0
29,Kombinator01,Hungary,2380,FM,7.5,64.0,7,1,0
30,jcibarra,Spain,3034,GM,7.5,62.0,6,3,0
31,gahryman,Turkmenistan,2627,GM,7.5,61.5,7,1,0
32,Vsevolod_Ovchinnikov,Click here to see our stance on the war in Ukraine,2574,FM,7.5,60.0,7,1,0
33,Rybka1989,Ukraine,2776,GM,7.5,59.0,7,1,0
34,GMKrikor,Brazil,2878,GM,7.5,57.0,7,1,0
35,AlexPapasimakopoulos,Greece,2822,FM,7.5,47.5,6,3,0
36,Bauman_Guy,International,2977,FM,7.0,68.5,6,2,0
37,tsaruk_maks,International,2831,IM,7.0,64.5,7,0,0
38,vi_pranav,India,3158,GM,7.0,64.0,7,0,0
39,artin10862,Iran,2943,FM,7.0,64.0,7,0,0
40,KNVB,Canada,2706,GM,7.0,63.5,6,2,0
41,Makswolf200817,Click here to see our stance on the war in Ukraine,2685,FM,7.0,63.5,6,2,0
42,IgorBjelobrk,Australia,2635,IM,7.0,62.5,7,0,0
43,Legendinunknown,India,2869,IM,7.0,62.0,6,2,0
44,only_strong_moves,Ukraine,2721,FM,7.0,62.0,7,0,0
45,Leebit02,Kazakhstan,2629,FM,7.0,61.5,7,0,0
46,Emp3rador,Click here to see our stance on the war in Ukraine,2642,FM,7.0,60.0,6,2,0
47,Dinamo81,Romania,2706,IM,7.0,60.0,7,0,0
48,bazar-wokzal,International,2582,IM,7.0,60.0,7,0,0
49,SaqoChess_Twitch,Armenia,2644,FM,7.0,58.5,6,2,0
50,Kirill_Klukin,United Arab Emirates,2930,IM,7.0,57.5,6,2,0
51,IlanSchnaider,Argentina,2803,FM,7.0,57.0,7,0,0
52,vugarrasulov,Azerbaijan,2990,GM,7.0,57.0,6,2,0
53,Championnn-9,Armenia,2478,NM,7.0,56.5,6,2,0
54,Grossboss19,Ukraine,2600,CM,7.0,56.0,7,0,0
55,Nf3c5,Brazil,2599,FM,7.0,56.0,7,0,0
56,DryCounty,United States,2644,GM,7.0,55.0,6,2,0
57,tteshan,Bulgaria,2580,FM,7.0,54.0,6,2,0
58,wgraif,United States,2665,NM,7.0,52.5,7,0,0
59,SARGISMV,Armenia,2450,FM,7.0,52.0,7,0,0
60,chessisveryfun1264,United States,2577,FM,7.0,52.0,7,0,0
61,vishwa_vijeta,India,2621,CM,7.0,51.5,6,2,0
62,betta2004,Italy,2463,FM,7.0,51.5,6,2,0
63,brm72,Ukraine,2704,NM,7.0,47.5,7,0,0
64,Practical-Play,United States,2557,CM,7.0,43.0,7,0,0
65,Byniolus,Poland,2772,GM,6.5,71.5,6,1,0
66,HajiyevKanan,Azerbaijan,2608,FM,6.5,57.5,6,1,0
67,Kildepiotr,Poland,2694,IM,6.5,57.5,6,1,0
68,arminmusovic,Montenegro,2561,FM,6.5,57.0,6,1,0
69,GlavkonVVS,Click here to see our stance on the war in Ukraine,2609,FM,6.5,56.5,6,1,0
70,Pelopidass,Greece,2604,IM,6.5,56.5,6,1,0
71,ChessicallyInclined,United States,2706,FM,6.5,56.0,6,1,0
72,Mikhail_Golubev,Ukraine,2761,GM,6.5,53.0,5,3,0
73,i_like_explosions,United States,2535,NM,6.5,53.0,6,1,0
74,Alphafischer2019,Argentina,2654,FM,6.5,48.5,6,1,0
75,lamomiajunior,Argentina,2704,IM,6.5,48.5,6,1,0
76,FlashingDragon,United States,2589,FM,6.5,37.5,6,1,0
77,Giorno,Germany,2482,FM,6.5,30.5,6,1,0
78,TanitoluwaAps116,United States,2662,FM,6.0,67.0,6,0,0
79,Roachelley,United States,2521,WGM,6.0,65.5,6,0,0
80,Nor1lsk,Poland,2765,IM,6.0,61.0,5,2,0
81,Drkaraoglan,Türkiye,2644,CM,6.0,60.5,6,0,0
82,ural58,Ukraine,2528,IM,6.0,59.5,5,2,0
83,Mike24147,United States,2372,NM,6.0,58.0,6,0,0
84,zverr1,England,2532,CM,6.0,57.0,6,0,0
85,DvaHrasta,Serbia,2483,FM,6.0,56.5,6,0,0
86,Orest_Vovk,Ukraine,2553,FM,6.0,56.5,6,0,0
87,Valeron87,Spain,2498,IM,6.0,56.5,6,0,0
88,karinachess1,Click here to see our stance on the war in Ukraine,2615,IM,6.0,56.0,6,0,0
89,dennisodessa,Click here to see our stance on the war in Ukraine,2605,FM,6.0,55.5,5,2,0
90,N18player,Greece,2476,FM,6.0,55.0,6,0,0
91,WPWPWP-2015,Poland,2515,FM,6.0,54.0,6,0,0
92,Casper,China,2429,FM,6.0,53.5,5,2,0
93,Oleg_Papayan,International,2607,FM,6.0,53.0,5,2,0
94,santosalberto1987,Ecuador,2515,IM,6.0,53.0,5,2,0
95,dosto07,Mexico,2502,IM,6.0,52.0,4,4,0
96,Payyappat,India,2425,FM,6.0,52.0,6,0,0
97,masenik,United Kingdom,2380,CM,6.0,52.0,5,2,0
98,esskeettit,Bulgaria,2473,FM,6.0,51.5,6,0,0
99,djano,Poland,2622,FM,6.0,51.0,5,2,0
100,KChor05,United States,2596,NM,6.0,51.0,6,0,0
101,koncheto,Bulgaria,2589,CM,6.0,51.0,6,0,0
102,MrLudus,Mongolia,2184,NM,6.0,49.0,6,0,0
103,Dare-Dare,United States,2554,NM,6.0,48.0,6,0,0
104,GaalZsoka,Hungary,2500,WIM,6.0,48.0,6,0,0
105,NMJeevanK,United States,2649,FM,6.0,48.0,5,2,0
106,maxip32,Argentina,2634,IM,6.0,47.5,6,0,0
107,Ykow,United Kingdom,2700,IM,6.0,47.0,6,0,0
108,slidingknight2775,Ukraine,2635,CM,6.0,47.0,6,0,0
109,Irishchessman16,Ireland,2548,IM,6.0,46.5,6,0,0
110,Genghis_K,Argentina,2928,GM,6.0,45.5,6,0,0
111,Kielinkei,Finland,2506,NM,6.0,44.0,5,2,0
112,viktorgen2021,Ukraine,2566,FM,6.0,43.5,6,0,0
