rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,mishanick,Serbia,3109,GM,10.0,70.5,10,0,0
2,lachesisQ,Click here to see our stance on the war in Ukraine,3144,GM,10.0,70.0,10,0,0
3,jefferyx,United States,2999,GM,9.5,76.5,9,1,0
4,MagnusCarlsen,Norway,3256,GM,9.0,76.5,9,0,0
5,vugarrasulov,Azerbaijan,3010,GM,9.0,74.5,8,2,0
6,tptagain,Spain,3003,GM,9.0,72.0,9,0,0
7,Macho_2006,Uzbekistan,2935,GM,9.0,71.5,8,2,0
8,Volodar_Murzin,Click here to see our stance on the war in Ukraine,3026,GM,9.0,70.0,9,0,0
9,BogdanDeac,Romania,3033,GM,9.0,67.0,8,2,0
10,Aradhya2000,India,2774,IM,9.0,61.5,9,0,0
11,Duhless,Click here to see our stance on the war in Ukraine,3103,GM,9.0,59.5,8,2,0
12,KrolPawelTV,Germany,2791,NM,9.0,56.5,9,0,0
13,Beca95,Serbia,3018,GM,8.5,70.5,7,3,0
14,frederiksvane,Germany,2980,GM,8.5,69.5,8,1,0
15,moro182,Italy,2897,GM,8.5,64.5,8,1,0
16,ENajer77,Click here to see our stance on the war in Ukraine,2798,GM,8.5,61.5,8,1,0
17,michaelq2d5,United States,2945,GM,8.5,58.5,8,1,0
18,dropstoneDP,Click here to see our stance on the war in Ukraine,3076,GM,8.0,75.0,8,0,0
19,MatthewG-p4p,Click here to see our stance on the war in Ukraine,2912,IM,8.0,73.5,7,2,0
20,Oleksandr_Bortnyk,United States,3056,GM,8.0,72.5,8,0,0
21,FGHSMN,India,2935,GM,8.0,71.5,8,0,0
22,wonderfultime,Vietnam,3063,GM,8.0,70.0,8,0,0
23,Grandelicious,Sweden,2973,GM,8.0,67.0,7,2,0
24,TigrVShlyape,United States,2868,GM,8.0,67.0,8,0,0
25,Nitzan_Steinberg,Israel,2895,GM,8.0,66.0,8,0,0
26,Murad_Ibrahimli,Azerbaijan,3002,IM,8.0,65.5,7,2,0
27,xiaotong2008,China,3034,GM,8.0,64.5,8,0,0
28,FormerProdigy,Czech Republic,2938,GM,8.0,64.0,6,4,0
29,MetiForce,Iran,2971,GM,8.0,63.5,8,0,0
30,GOGIEFF,Ukraine,3056,GM,8.0,63.5,7,2,0
31,Anton_Demchenko,Slovenia,2931,GM,8.0,63.0,6,4,0
32,baki83,France,2929,GM,8.0,63.0,8,0,0
33,AlexPapasimakopoulos,Greece,2763,FM,8.0,62.5,7,2,0
34,rasmussvane,Germany,2986,GM,8.0,61.0,7,2,0
35,DanielNaroditsky,United States,3083,GM,8.0,58.5,7,2,0
36,AryanTari,Norway,2990,GM,8.0,55.5,8,0,0
37,FREDERICKtheMATE,Scotland,2772,FM,8.0,54.0,8,0,0
38,shimastream,Click here to see our stance on the war in Ukraine,3047,GM,8.0,42.0,8,0,0
39,Sychev_Klementy,Somalia,3002,GM,7.5,74.0,7,1,0
40,FairChess_on_YouTube,Maldives,3130,GM,7.5,71.0,6,3,0
41,OparinGrigoriy,United States,3035,GM,7.5,68.0,6,3,0
42,Annawel,France,3026,GM,7.5,67.0,7,1,0
43,Bauman_Guy,International,3005,FM,7.5,66.0,7,1,0
44,DenLaz,Click here to see our stance on the war in Ukraine,3161,GM,7.5,66.0,6,3,0
45,Rud_Makarian,Click here to see our stance on the war in Ukraine,3076,IM,7.5,65.5,7,1,0
46,Tikhon_Popov,International,2759,CM,7.5,65.0,7,1,0
47,Evgeny81,Israel,2763,GM,7.5,64.5,7,1,0
48,BardArtem,International,2897,FM,7.5,63.0,7,1,0
49,Eagle_2019,Kazakhstan,2869,IM,7.5,62.5,7,1,0
50,Boundless_Strike,Djibouti,2662,IM,7.5,62.0,7,1,0
51,manitodeplomo,Chile,2572,IM,7.5,60.0,7,1,0
52,Szparu,Poland,2831,IM,7.5,59.5,7,1,0
53,ilqar_74,Azerbaijan,2842,FM,7.5,59.5,7,1,0
54,PeshkaCh,Ukraine,2871,FM,7.5,59.5,6,3,0
55,the_chess_child,India,2932,IM,7.5,59.0,7,1,0
56,Durarbayli,Azerbaijan,2931,GM,7.5,59.0,7,1,0
57,Abund,China,2750,NM,7.5,58.5,7,1,0
58,RandomNoob04,Germany,2726,FM,7.5,57.5,6,3,0
59,scarabee43,France,2945,IM,7.5,57.0,7,1,0
60,Jeppesen08,Denmark,2532,FM,7.5,56.0,7,1,0
61,MightyGMpretender,Poland,2817,NM,7.5,51.5,7,1,0
62,Slovak_fighter2000,Czech Republic,2591,FM,7.5,48.5,6,3,0
63,TokyoVice,Canada,2571,GM,7.5,48.0,7,1,0
64,yesilikeorangejuice,Türkiye,2599,CM,7.0,67.5,7,0,0
65,Witik,Click here to see our stance on the war in Ukraine,2807,FM,7.0,67.0,6,2,0
66,sokidze,Ukraine,3003,GM,7.0,66.0,7,0,0
67,Losingexperience,India,2726,IM,7.0,65.5,6,2,0
68,NikitaShandrygin,Serbia,2852,FM,7.0,64.5,6,2,0
69,jcibarra,Spain,2950,GM,7.0,64.5,7,0,0
70,MaestroCheck,Madagascar,2588,NM,7.0,64.0,7,0,0
71,NovoselovRoman,Click here to see our stance on the war in Ukraine,2678,FM,7.0,64.0,6,2,0
72,Zhigalko_Sergei,International,2974,GM,7.0,63.5,7,0,0
73,AllCer7,Azerbaijan,2810,FM,7.0,62.5,7,0,0
74,Fandorine,Spain,2997,GM,7.0,62.5,7,0,0
75,AlexeiShirov,Spain,2936,GM,7.0,62.0,7,0,0
76,snowlord,International,2920,FM,7.0,62.0,6,2,0
