rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,GalperinPlaton,Ukraine,2996,GM,9.5,76.5,9,1,0
2,Maybe00,Canary Islands,2793,GM,9.5,75.0,9,1,0
3,Firouzja2003,France,3156,GM,9.5,74.0,8,3,0
4,Hikaru,United States,3223,GM,9.5,72.0,9,1,0
5,OparinGrigoriy,United States,3019,GM,9.0,79.5,9,0,0
6,MatthewG-p4p,Click here to see our stance on the war in Ukraine,2937,IM,9.0,69.5,9,0,0
7,Sina_Movahed,Iran,3044,IM,9.0,67.0,8,2,0
8,Prizant_academy,Click here to see our stance on the war in Ukraine,3183,FM,9.0,65.0,8,2,0
9,0gZPanda,United States,3103,IM,8.5,76.0,8,1,0
10,jcibarra,Spain,3034,GM,8.5,70.0,8,1,0
11,Jospem,Mexico,3078,GM,8.5,70.0,8,1,0
12,VerdeNotte,United Kingdom,2873,GM,8.5,69.5,8,1,0
13,TimofeevAr,Click here to see our stance on the war in Ukraine,2848,GM,8.5,65.0,8,1,0
14,chito89,Paraguay,2886,GM,8.5,64.5,7,3,0
15,Duhless,Click here to see our stance on the war in Ukraine,3080,GM,8.0,77.5,8,0,0
16,tptagain,Spain,3031,GM,8.0,72.0,7,2,0
17,Oleksandr_Bortnyk,United States,3109,GM,8.0,71.0,8,0,0
18,Aygehovit1992,International,2742,GM,8.0,70.5,7,2,0
19,vi_pranav,India,3158,GM,8.0,70.0,8,0,0
20,Zhigalko_Sergei,International,2948,GM,8.0,66.5,7,2,0
21,baki83,France,2916,GM,8.0,66.5,8,0,0
22,Andrei_Skvortsov,Montenegro,2838,CM,8.0,64.0,8,0,0
23,Antipov_Mikhail_Al,United States,2938,GM,8.0,62.0,8,0,0
24,krzyzan94,Poland,2851,GM,8.0,61.0,8,0,0
25,KogotBobra17,Click here to see our stance on the war in Ukraine,2702,CM,8.0,61.0,8,0,0
26,VladimirKramnik,Click here to see our stance on the war in Ukraine,2994,GM,8.0,60.5,8,0,0
27,chessdjw,Germany,2764,GM,8.0,59.0,8,0,0
28,FaustinoOro,Argentina,3000,FM,8.0,57.5,8,0,0
29,Zavgorodniy_Sergiy,Ukraine,2560,IM,8.0,56.5,8,0,0
30,rasmussvane,Germany,3000,GM,7.5,76.5,7,1,0
31,TigrVShlyape,United States,2902,GM,7.5,72.5,6,3,0
32,yavrukurt40,Türkiye,2926,FM,7.5,72.0,7,1,0
33,Tormoz,Germany,2868,GM,7.5,70.0,7,1,0
34,Karttunen,Finland,2719,IM,7.5,67.5,7,1,0
35,Sven_Tica,Croatia,2748,IM,7.5,67.0,6,3,0
36,GalaxyRoman,Ukraine,2842,FM,7.5,65.5,7,1,0
37,Frolyanov_D,Click here to see our stance on the war in Ukraine,2657,GM,7.5,65.0,7,1,0
38,Chessmissile07,India,2905,IM,7.5,65.0,7,1,0
39,Sam_ChessMood,Armenia,2919,GM,7.5,62.5,7,1,0
40,Staudenhocker43,Austria,2661,FM,7.5,61.5,7,1,0
41,shimastream,Click here to see our stance on the war in Ukraine,2881,GM,7.5,57.0,7,1,0
42,stollenmonster,Click here to see our stance on the war in Ukraine,2897,CM,7.5,56.0,7,1,0
43,SchmakAttack,United States,2778,IM,7.5,54.5,7,1,0
44,Tolyanius,International,2589,CM,7.5,50.5,7,1,0
45,mishanick,Serbia,3040,GM,7.0,75.0,7,0,0
46,Eternauta2400,Spain,2826,IM,7.0,68.5,7,0,0
47,atbenina64,Iran,2777,IM,7.0,68.5,7,0,0
48,Vaathi_Coming,India,2950,GM,7.0,66.5,7,0,0
49,GianmarcoVaR,Peru,2866,IM,7.0,64.5,6,2,0
50,artin10862,Iran,2943,FM,7.0,64.0,5,4,0
51,ChessicallyInclined,United States,2706,FM,7.0,63.5,6,2,0
52,Flawless_Fighter,Click here to see our stance on the war in Ukraine,2701,IM,7.0,63.0,7,0,0
53,IlanSchnaider,Argentina,2803,FM,7.0,63.0,7,0,0
54,FXDon77,China,2890,GM,7.0,62.5,6,2,0
55,wqws,India,2883,CM,7.0,61.5,7,0,0
56,Daffidollchess2,Mongolia,2882,IM,7.0,61.0,7,0,0
57,ftorodent,Click here to see our stance on the war in Ukraine,2647,GM,7.0,61.0,7,0,0
58,attack2mateU,Canada,2724,GM,7.0,60.0,6,2,0
59,Eagle_2019,Kazakhstan,2903,FM,7.0,59.5,7,0,0
60,korbul,Romania,2641,IM,7.0,59.5,7,0,0
61,dzhumagaliev,Click here to see our stance on the war in Ukraine,2890,IM,7.0,59.0,7,0,0
62,AttackSparrow,Canary Islands,2646,FM,7.0,58.5,7,0,0
63,RobertoJBM,Brazil,2871,IM,7.0,57.0,6,2,0
64,DavidLana1987,Spain,2591,FM,7.0,56.5,6,2,0
65,MrLion3000,International,2752,CM,7.0,56.5,7,0,0
66,kuli4ik,Click here to see our stance on the war in Ukraine,2914,GM,7.0,56.0,7,0,0
67,benny_aizenberg,Israel,Unrated,IM,7.0,55.5,7,0,0
68,Maxfan2008,Poland,2656,FM,7.0,55.5,7,0,0
69,KhalilMousavi98,Iran,2778,GM,7.0,55.0,7,0,0
70,vovachesss,International,2763,CM,7.0,54.5,7,0,0
71,MFatigue,France,2507,FM,7.0,54.0,7,0,0
72,ChessQueen,International,2750,GM,7.0,53.5,6,2,0
73,suyu28,India,2757,FM,7.0,53.0,7,0,0
74,Mmukka,Lithuania,2487,FM,7.0,51.0,7,0,0
75,musclemonster12,India,2547,FM,7.0,50.5,5,4,0
76,Jeffinho023,Serbia,2500,FM,7.0,50.0,7,0,0
77,Pingah9,Spain,2526,FM,7.0,49.5,6,2,0
78,Bond_7_7_7,United States,2434,NM,6.5,66.0,5,3,0
79,GMG,United States,2700,GM,6.5,64.5,6,1,0
80,Let_it_be_1,Click here to see our stance on the war in Ukraine,2655,IM,6.5,64.0,6,1,0
81,AldokhinIvan,Click here to see our stance on the war in Ukraine,2615,IM,6.5,63.5,6,1,0
82,Shield12,Uzbekistan,2972,GM,6.5,63.5,6,1,0
83,Witik,Click here to see our stance on the war in Ukraine,2796,FM,6.5,63.0,6,1,0
84,florianschwabeneder,Austria,2635,IM,6.5,62.5,6,1,0
85,SahibSinghKnight,India,2787,FM,6.5,60.5,6,1,0
86,hakanazeri2,Isle of Man,2641,FM,6.5,60.0,6,1,0
87,Mysterio47,India,2824,FM,6.5,60.0,6,1,0
88,DefiantChair,Kazakhstan,2603,FM,6.5,59.5,6,1,0
89,ELECTRODYNAMIC_DRACULA,Isle of Man,2903,FM,6.5,59.5,6,1,0
90,Goryachkina,Click here to see our stance on the war in Ukraine,2677,GM,6.5,59.5,6,1,0
91,TregubovP,France,2675,GM,6.5,57.5,6,1,0
92,viktorskliarov,Ukraine,2668,IM,6.5,57.5,5,3,0
93,RaugintaBulba,Lithuania,2483,CM,6.5,57.0,5,3,0
94,Chernyavsky_A,Click here to see our stance on the war in Ukraine,2373,FM,6.5,56.0,6,1,0
95,chessdragon7161,India,2583,FM,6.5,55.5,6,1,0
96,NovoselovRoman,Click here to see our stance on the war in Ukraine,2665,FM,6.5,53.5,6,1,0
97,santosalberto1987,Ecuador,2515,IM,6.5,53.0,5,3,0
98,Forge13,Click here to see our stance on the war in Ukraine,2694,FM,6.5,51.5,5,3,0
99,HajiyevKanan,Azerbaijan,2608,FM,6.5,50.0,6,1,0
100,Tonychess32,United States,2553,NM,6.5,50.0,6,1,0
101,Romkachess,Canada,2592,NM,6.5,49.5,5,3,0
102,Bilan_Danila,International,2558,FM,6.5,48.5,6,1,0
103,elegant285,India,2497,WIM,6.5,48.0,6,1,0
104,Herzog2012,Kazakhstan,2620,FM,6.5,46.5,6,1,0
105,Gogogogogogogogo5,United States,2564,NM,6.5,39.0,6,1,0
106,MVM2008,Romania,2480,CM,6.0,65.0,6,0,0
107,BlitzWizard04,Germany,2639,IM,6.0,63.5,5,2,0
108,CarlosjPineror,Venezuela,2726,IM,6.0,63.5,6,0,0
109,SanchezKelvin,Spain,2667,FM,6.0,63.0,6,0,0
110,Ranindu2003,Sri Lanka,2763,IM,6.0,63.0,6,0,0
111,Athanasios2,Bulgaria,2836,IM,6.0,63.0,5,2,0
112,ri4mi,Click here to see our stance on the war in Ukraine,2605,NM,6.0,61.5,6,0,0
113,LeoLV10,Spain,2609,FM,6.0,61.5,6,0,0
114,carlsen1001,India,2613,FM,6.0,61.0,6,0,0
115,Orest_Vovk,Ukraine,2553,FM,6.0,60.0,5,2,0
116,robertoalejandro10,Mexico,2540,CM,6.0,59.5,5,2,0
117,annasargsyan_m,United States,2675,IM,6.0,59.5,6,0,0
118,mouniouboun,France,2689,IM,6.0,58.0,6,0,0
119,NicolaiMaxime,Norway,2707,FM,6.0,57.5,6,0,0
120,djokovic74,India,2804,CM,6.0,57.0,6,0,0
121,CFalcons8,United States,2507,NM,6.0,57.0,6,0,0
122,IljaZaragatski,Germany,2614,GM,6.0,57.0,6,0,0
123,Joshukid,United States,2723,FM,6.0,56.5,6,0,0
