rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,SpeedofLight0,United States,3172,GM,10.0,80.0,10,0,0
2,mishanick,Serbia,3040,GM,9.5,77.5,9,1,0
3,shimastream,Click here to see our stance on the war in Ukraine,2881,GM,9.5,75.5,9,1,0
4,Hikaru,United States,3223,GM,9.0,76.5,9,0,0
5,FairChess_on_YouTube,Maldives,3127,GM,9.0,75.5,9,0,0
6,Njal28,Armenia,2958,GM,9.0,70.5,8,2,0
7,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,9.0,69.5,7,4,0
8,Kacparov,Poland,2952,IM,9.0,64.5,8,2,0
9,bascheyaro,International,2769,FM,8.5,66.5,8,1,0
10,Zkid,United States,2903,GM,8.5,60.0,8,1,0
11,DrKerfuffle,Chile,2767,IM,8.5,51.5,8,1,0
12,Oleksandr_Bortnyk,United States,3105,GM,8.0,78.5,8,0,0
13,Sargsyan_Shant,Armenia,2970,GM,8.0,78.5,7,2,0
14,Polish_fighter3000,Poland,3057,GM,8.0,77.0,7,2,0
15,AryanTari,Norway,2970,GM,8.0,71.5,7,2,0
16,BogdanDeac,Romania,3066,GM,8.0,71.0,8,0,0
17,sergoy,South Korea,2971,GM,8.0,71.0,8,0,0
18,Rsnr,International,2900,IM,8.0,69.0,8,0,0
19,Angry_Twin,Japan,2934,GM,8.0,68.5,8,0,0
20,Msb2,Germany,3132,GM,8.0,68.0,8,0,0
21,Jospem,Mexico,3078,GM,8.0,64.5,8,0,0
22,Mops_2004,Ukraine,2832,IM,8.0,63.5,8,0,0
23,KaydenTroffChess,United States,2908,GM,8.0,63.0,7,2,0
24,Grischuk,Click here to see our stance on the war in Ukraine,3073,GM,8.0,61.5,8,0,0
25,Durarbayli,Azerbaijan,2863,GM,8.0,60.0,7,2,0
26,Kazan28,Germany,2635,GM,8.0,59.0,7,2,0
27,Duhless,Click here to see our stance on the war in Ukraine,3080,GM,8.0,43.5,8,0,0
28,LiemLe,Vietnam,3043,GM,7.5,69.0,7,1,0
29,Rodalquilar,Argentina,2792,GM,7.5,64.0,7,1,0
30,temus_galaktionov,Click here to see our stance on the war in Ukraine,2819,FM,7.5,63.5,6,3,0
31,combidharma,Indonesia,2801,NM,7.5,62.0,7,1,0
32,rasmussvane,Germany,3000,GM,7.5,60.5,7,1,0
33,albi1999,Italy,2607,IM,7.5,60.5,7,1,0
34,LeninGuerra,Ecuador,2629,IM,7.5,58.5,7,1,0
35,dolynachess,Ukraine,2535,CM,7.5,56.0,7,1,0
36,Kirill_Klukin,United Arab Emirates,2930,IM,7.5,51.5,6,3,0
37,AlexeiShirov,Spain,2831,GM,7.5,51.0,6,3,0
38,alexrustemov,Click here to see our stance on the war in Ukraine,2931,GM,7.5,50.5,7,1,0
39,GMAkobianSTL,United States,2802,GM,7.5,48.5,6,3,0
40,stollenmonster,Click here to see our stance on the war in Ukraine,2897,CM,7.0,76.0,7,0,0
41,GaiozNigalidze,Georgia,2766,IM,7.0,67.5,7,0,0
42,jcibarra,Spain,3034,GM,7.0,67.0,7,0,0
43,Mikhail_Golubev,Ukraine,2761,GM,7.0,66.5,6,2,0
44,Zhigalko_Sergei,International,2948,GM,7.0,65.0,7,0,0
45,TigrVShlyape,United States,2902,GM,7.0,64.5,5,4,0
46,Hamisandwich,Moldova,2805,GM,7.0,64.5,6,2,0
47,BardArtem,International,2833,FM,7.0,63.5,7,0,0
48,Aygehovit1992,International,2742,GM,7.0,63.5,6,2,0
49,TanitoluwaAps116,United States,2662,FM,7.0,63.5,7,0,0
50,GMKrikor,Brazil,2878,GM,7.0,63.0,6,2,0
51,dedpihto_v_kozhanom_palto,Click here to see our stance on the war in Ukraine,2770,IM,7.0,62.5,6,2,0
52,vladgoncharov,Click here to see our stance on the war in Ukraine,2597,NM,7.0,62.0,7,0,0
53,MikaelyanArman,United States,2889,GM,7.0,62.0,6,2,0
54,Shahdad2007,Iran,2526,CM,7.0,62.0,7,0,0
55,subham777,United States,2541,NM,7.0,61.0,7,0,0
56,Bryanl106,United States,2707,NM,7.0,61.0,7,0,0
57,Evgeny81,Israel,2754,GM,7.0,59.0,7,0,0
58,flawian2008,Poland,2571,CM,7.0,57.5,6,2,0
59,1mbl4,Kazakhstan,2635,FM,7.0,57.5,7,0,0
60,IMRosen,Germany,2726,IM,7.0,56.0,7,0,0
61,GoltsevDmitry2000,Click here to see our stance on the war in Ukraine,2900,FM,7.0,55.5,7,0,0
62,RealPerangel,Spain,2737,GM,7.0,52.5,6,2,0
63,Ar4uha,Latvia,2562,FM,7.0,52.0,7,0,0
64,Alexei_Gubajdullin,International,2650,FM,6.5,67.5,6,1,0
65,NikitaShandrygin,Serbia,2727,FM,6.5,66.0,5,3,0
66,sergiochess83,Hungary,2951,GM,6.5,65.5,5,3,0
