rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,vladislavkovalev,International,2935,GM,10.0,65.5,9,2,0
2,Jospem,Mexico,3078,GM,9.5,78.0,8,3,0
3,FaustinoOro,Argentina,3000,FM,9.5,75.5,9,1,0
4,sergoy,South Korea,2971,GM,9.5,60.5,9,1,0
5,FabianoCaruana,United States,3158,GM,9.0,79.5,8,2,0
6,h4parah5,Spain,2963,GM,9.0,72.5,7,4,0
7,Duhless,Click here to see our stance on the war in Ukraine,3080,GM,9.0,70.5,9,0,0
8,MagnusCarlsen,Norway,3251,GM,9.0,70.0,9,0,0
9,Hikaru,United States,3223,GM,9.0,66.5,7,4,0
10,Indianlad,India,3059,GM,8.5,77.5,8,1,0
11,DenLaz,Click here to see our stance on the war in Ukraine,3135,GM,8.5,74.0,7,3,0
12,Jakhongir-Vakhidov,Uzbekistan,2999,GM,8.5,72.0,7,3,0
13,MITerryble,Peru,3005,IM,8.5,70.5,8,1,0
14,KhBegmuratov,Uzbekistan,2965,IM,8.5,68.5,8,1,0
15,Sam_ChessMood,Armenia,2919,GM,8.5,68.0,7,3,0
16,Oleksandr_Bortnyk,United States,3105,GM,8.5,66.0,8,1,0
17,SpeedofLight0,United States,3172,GM,8.5,63.0,8,1,0
18,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,8.5,62.0,7,3,0
19,francyIM,Italy,2935,GM,8.5,61.5,8,1,0
20,TigrVShlyape,United States,2902,GM,8.5,50.5,8,1,0
21,Bauman_Guy,International,2977,FM,8.0,76.0,7,2,0
22,Anton_Demchenko,Slovenia,3021,GM,8.0,73.0,7,2,0
23,OparinGrigoriy,United States,3019,GM,8.0,73.0,7,2,0
24,LiemLe,Vietnam,3043,GM,8.0,72.0,7,2,0
25,vugarrasulov,Azerbaijan,2990,GM,8.0,72.0,8,0,0
26,GOGIEFF,Ukraine,2991,GM,8.0,72.0,8,0,0
27,artooon,International,3050,GM,8.0,70.5,8,0,0
28,tptagain,Spain,3031,GM,8.0,69.5,8,0,0
29,crescentmoon2411,Vietnam,2912,GM,8.0,67.5,7,2,0
30,ChristopherYoo,Tuvalu,3027,GM,8.0,67.5,7,2,0
31,Kacparov,Poland,2952,IM,8.0,65.0,7,2,0
32,kingofthenil,France,2784,IM,8.0,63.0,8,0,0
33,ContrVersia,Lithuania,2909,GM,8.0,63.0,8,0,0
34,Patzel09,Germany,2820,IM,8.0,62.5,8,0,0
35,GMSrinath,India,2910,GM,8.0,61.0,8,0,0
36,FXDon77,China,2890,GM,8.0,61.0,8,0,0
37,jcibarra,Spain,3034,GM,8.0,60.5,8,0,0
38,PeshkaCh,Ukraine,2860,FM,8.0,60.0,7,2,0
39,atbenina64,Iran,2777,IM,8.0,59.5,7,2,0
40,Szparu,Poland,2909,IM,8.0,56.0,7,2,0
41,jumpingknight20,India,2835,IM,8.0,53.0,8,0,0
42,scarabee43,France,2915,IM,7.5,70.5,6,3,0
43,Polish_fighter3000,Poland,3057,GM,7.5,70.0,7,1,0
44,DominguezOnYoutube,United States,2968,GM,7.5,68.5,7,1,0
45,Zhigalko_Sergei,International,2948,GM,7.5,67.0,7,1,0
46,mishanick,Serbia,3040,GM,7.5,67.0,7,1,0
47,maciek_92,Poland,2926,GM,7.5,66.0,7,1,0
48,Rud_Makarian,Click here to see our stance on the war in Ukraine,3072,IM,7.5,66.0,7,1,0
49,iwanyu,Spain,2845,GM,7.5,65.0,7,1,0
