rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,FairChess_on_YouTube,Maldives,3127,GM,10.0,74.0,10,0,0
2,MagnusCarlsen,Norway,3251,GM,9.5,76.0,9,1,0
3,Njal28,Armenia,2958,GM,9.0,71.0,9,0,0
4,mishanick,Serbia,3040,GM,9.0,70.5,8,2,0
5,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,9.0,62.0,8,2,0
6,Firouzja2003,France,3156,GM,8.5,74.5,7,3,0
7,Bigfish1995,Slovenia,3093,GM,8.5,73.0,8,1,0
8,SpeedofLight0,United States,3172,GM,8.5,71.0,8,1,0
9,Zkid,United States,2903,GM,8.5,69.0,7,3,0
10,TigrVShlyape,United States,2902,GM,8.5,65.0,7,3,0
11,GMBenjaminBok,Netherlands,3003,GM,8.5,64.5,8,1,0
12,jcibarra,Spain,3034,GM,8.5,63.0,7,3,0
13,Oleksandr_Bortnyk,United States,3109,GM,8.5,62.5,8,1,0
14,h4parah5,Spain,2963,GM,8.0,72.5,8,0,0
15,Msb2,Germany,3132,GM,8.0,71.5,7,2,0
16,kuli4ik,Click here to see our stance on the war in Ukraine,2914,GM,8.0,70.5,7,2,0
17,rasmussvane,Germany,3000,GM,8.0,69.5,6,4,0
18,Jospem,Mexico,3078,GM,8.0,69.0,7,2,0
19,artin10862,Iran,2943,FM,8.0,67.0,7,2,0
20,Arystanner,Kazakhstan,2851,IM,8.0,66.0,7,2,0
21,GMKrikor,Brazil,2878,GM,8.0,64.5,8,0,0
22,Beca95,Serbia,2905,GM,8.0,64.0,7,2,0
23,lachesisQ,Click here to see our stance on the war in Ukraine,3161,GM,8.0,64.0,7,2,0
24,KaydenTroffChess,United States,2908,GM,8.0,62.5,8,0,0
25,MarcoRiehle,Germany,2840,FM,8.0,62.5,7,2,0
26,sergiochess83,Hungary,2943,GM,8.0,60.0,7,2,0
27,BogdanDeac,Romania,3066,GM,7.5,78.0,7,1,0
28,Hikaru,United States,3223,GM,7.5,70.5,7,1,0
29,HansOnTwitch,United States,3161,GM,7.5,68.0,6,3,0
30,tptagain,Spain,3031,GM,7.5,67.5,7,1,0
31,oskariot,Poland,2790,GM,7.5,66.0,6,3,0
32,MikaelyanArman,United States,2889,GM,7.5,65.5,6,3,0
33,temus_galaktionov,Click here to see our stance on the war in Ukraine,2819,FM,7.5,65.0,7,1,0
34,kingofthenil,France,2784,IM,7.5,64.5,7,1,0
35,vi_pranav,India,3158,GM,7.5,64.0,7,1,0
36,GlavkonVVS,Click here to see our stance on the war in Ukraine,2609,FM,7.5,63.0,7,1,0
37,ChristopherYoo,Tuvalu,3027,GM,7.5,61.5,7,1,0
38,ckgchess,Türkiye,2849,GM,7.5,61.5,7,1,0
39,Rutricks,Spain,2692,IM,7.5,60.0,7,1,0
40,Igor_Lysyj,International,2853,GM,7.5,60.0,7,1,0
41,Bauman_Guy,International,2977,FM,7.5,59.0,7,1,0
42,Arteler,Click here to see our stance on the war in Ukraine,2598,FM,7.5,56.5,7,1,0
43,K_A_S_T_O_R,Chile,2876,GM,7.5,56.0,7,1,0
44,GoltsevDmitry2000,Click here to see our stance on the war in Ukraine,2900,FM,7.5,55.5,7,1,0
45,Fandorine,Spain,2899,GM,7.5,54.5,6,3,0
46,Practical-Play,United States,2557,CM,7.0,69.5,7,0,0
47,Lennis93,United States,2752,IM,7.0,66.5,7,0,0
48,Mikasinski,Serbia,2735,FM,7.0,63.5,6,2,0
49,GothamChess,United States,2719,IM,7.0,62.0,7,0,0
50,farzadbfd,Iran,2700,FM,7.0,61.5,6,2,0
51,zverr1,England,2532,CM,7.0,61.0,7,0,0
52,FredyMatsuura,Brazil,2274,FM,7.0,60.5,7,0,0
53,ChessSwole,United States,2800,FM,7.0,60.5,7,0,0
54,Perecke,Hungary,2752,IM,7.0,60.0,7,0,0
55,GarayevKanan,Azerbaijan,2842,IM,7.0,59.5,6,2,0
56,Skagoogle,Click here to see our stance on the war in Ukraine,2741,IM,7.0,59.0,6,2,0
57,TatjanaVasilevich,Click here to see our stance on the war in Ukraine,2646,IM,7.0,59.0,7,0,0
58,Alexei_Gubajdullin,International,2650,FM,7.0,58.5,7,0,0
59,MightyGMpretender,Poland,3005,NM,7.0,58.5,7,0,0
60,Schekachikhin_Maksim,International,2709,IM,7.0,58.5,6,2,0
61,ameetghasi100,United Kingdom,2721,IM,7.0,57.5,7,0,0
62,Sinquefield,Canary Islands,2522,FM,7.0,54.5,7,0,0
63,Joshukid,United States,2723,FM,7.0,51.0,7,0,0
64,Hilary46,Poland,2612,FM,7.0,49.5,7,0,0
65,Zhigalko_Sergei,International,2948,GM,6.5,69.0,6,1,0
66,Korchmar_Vasiliy,Click here to see our stance on the war in Ukraine,2724,IM,6.5,66.0,6,1,0
67,ozates,Türkiye,2669,FM,6.5,65.5,6,1,0
68,2bf41-0,International,2830,IM,6.5,64.5,6,1,0
69,ArturoCaceres,Paraguay,2519,CM,6.5,64.0,6,1,0
70,DefiantChair,Kazakhstan,2603,FM,6.5,62.5,6,1,0
71,cassoulet,France,2821,GM,6.5,62.5,6,1,0
72,jaskol95,Uganda,2702,CM,6.5,61.5,6,1,0
73,StockFisher_HBK,Bolivia,2634,IM,6.5,61.0,6,1,0
74,DeTimmerman,Netherlands,2729,IM,6.5,60.5,6,1,0
75,karinachess1,Click here to see our stance on the war in Ukraine,2615,IM,6.5,57.5,6,1,0
76,Orest_Vovk,Ukraine,2553,FM,6.5,57.0,6,1,0
77,Abund,China,2694,NM,6.5,56.0,6,1,0
78,ahkashefi2800,Iran,2548,FM,6.5,55.5,6,1,0
79,BigAl,England,2533,IM,6.5,55.5,6,1,0
80,AndreiITrifan,Germany,2638,FM,6.5,55.0,6,1,0
81,Chessdreamer2020,Kazakhstan,2571,FM,6.5,55.0,6,1,0
82,Mikhal867,Ukraine,2441,NM,6.5,55.0,6,1,0
83,MathiasWomacka,Germany,2553,GM,6.5,54.0,5,3,0
84,PepeCuenca,Spain,2771,GM,6.5,52.0,6,1,0
85,hellokostya,United States,2606,IM,6.5,52.0,6,1,0
86,azikom,Azerbaijan,2716,GM,6.5,51.0,6,1,0
87,Mops_2004,Ukraine,2832,IM,6.5,49.5,6,1,0
88,DryCounty,United States,2644,GM,6.0,64.5,5,2,0
89,Bilan_Danila,International,2558,FM,6.0,62.0,6,0,0
90,IMGC,European Union,2483,FM,6.0,59.5,6,0,0
91,Michalczak,Germany,2470,FM,6.0,58.0,5,2,0
92,Mikhail_Golubev,Ukraine,2761,GM,6.0,57.5,6,0,0
93,kacprekt,Poland,2439,FM,6.0,57.5,6,0,0
94,KNVB,Canada,2706,GM,6.0,57.0,6,0,0
95,Ducke13,Chile,2297,FM,6.0,57.0,6,0,0
96,chessdjw,Germany,2764,GM,6.0,55.5,5,2,0
97,zajka-molotok,Ukraine,2593,IM,6.0,55.0,6,0,0
98,RichardLeyvaP,Cuba,2661,IM,6.0,54.5,5,2,0
99,ural58,Ukraine,2528,IM,6.0,54.5,5,2,0
100,Alphafischer2019,Argentina,2654,FM,6.0,54.0,6,0,0
101,Eloist,Germany,2444,FM,6.0,53.5,5,2,0
102,bazar-wokzal,International,2582,IM,6.0,53.5,6,0,0
103,ARTHURMOTIVATOR,Click here to see our stance on the war in Ukraine,2339,FM,6.0,53.0,6,0,0
104,Capablanca_Oujda_2021,Morocco,2434,CM,6.0,52.0,6,0,0
105,malakismayil,Azerbaijan,2637,WFM,6.0,52.0,5,2,0
106,RETURNOFTHELAGGER,US Virgin Islands,2678,NM,6.0,51.5,5,2,0
107,only_strong_moves,Ukraine,2721,FM,6.0,51.5,6,0,0
108,kreonx,Poland,2473,FM,6.0,51.5,6,0,0
109,pokochajszachy,England,2404,CM,6.0,51.0,6,0,0
110,Dr_crypt,Iraq,2389,IM,6.0,51.0,6,0,0
111,DvaHrasta,Serbia,2483,FM,6.0,50.0,6,0,0
112,djano,Poland,2622,FM,6.0,48.5,6,0,0
113,Chaos_Magic,Montenegro,2470,WFM,6.0,48.5,5,2,0
114,S-Fazulyanov,Click here to see our stance on the war in Ukraine,2471,FM,6.0,47.5,5,2,0
115,stasOR4ik,Poland,2444,FM,6.0,46.5,6,0,0
116,Aleksandar-Topalov,Serbia,2415,CM,6.0,43.5,6,0,0
117,MathiasCasalaspro,Brazil,2414,CM,6.0,38.5,5,2,0
118,PapaieDudu,Brazil,2324,NM,6.0,35.5,6,0,0
119,divudis17,Slovenia,2513,FM,5.5,59.0,5,1,0
120,Jahonas,United States,2413,NM,5.5,57.0,5,1,0
121,RIPOL,Belgium,2387,IM,5.5,56.5,5,1,0
122,IMRosen,Germany,2726,IM,5.5,55.5,5,1,0
