rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,MagnusCarlsen,Norway,3251,GM,10.0,80.5,9,2,0
2,FabianoCaruana,United States,3158,GM,9.5,58.0,9,1,0
3,vugarrasulov,Azerbaijan,2990,GM,9.0,75.0,9,0,0
4,Firouzja2003,France,3156,GM,9.0,73.0,8,2,0
5,Oleksandr_Bortnyk,United States,3100,GM,9.0,71.0,8,2,0
6,nihalsarin,Chile,3226,GM,9.0,71.0,9,0,0
7,FairChess_on_YouTube,Maldives,3127,GM,9.0,69.5,8,2,0
8,Kiborg95,Bosnia-Herzegovina,2801,GM,8.5,76.0,8,1,0
9,mishanick,Serbia,3040,GM,8.5,72.5,7,3,0
10,Paralinch,Switzerland,2932,GM,8.5,70.0,7,3,0
11,BogdanDeac,Romania,3066,GM,8.5,70.0,8,1,0
12,Zhigalko_Sergei,International,2948,GM,8.5,69.5,8,1,0
13,Rud_Makarian,Click here to see our stance on the war in Ukraine,3072,IM,8.5,68.5,8,1,0
14,Javokhir_Sindarov05,Uzbekistan,3088,GM,8.5,68.0,8,1,0
15,DominguezOnYoutube,United States,2968,GM,8.5,68.0,8,1,0
16,kuli4ik,Click here to see our stance on the war in Ukraine,2914,GM,8.5,65.5,8,1,0
17,Sanan_Sjugirov,Hungary,3025,GM,8.5,64.5,8,1,0
18,moro182,Italy,2912,GM,8.5,61.5,8,1,0
19,platy3,Spain,2921,GM,8.0,75.5,7,2,0
20,GHANDEEVAM2003,India,3046,GM,8.0,73.5,8,0,0
21,SaraBlackPanther,Kazakhstan,2821,IM,8.0,72.5,7,2,0
22,ChristopherYoo,Tuvalu,3027,GM,8.0,70.5,7,2,0
23,DanielNaroditsky,United States,3153,GM,8.0,70.0,6,4,0
24,Kirill_Klukin,United Arab Emirates,2930,IM,8.0,69.0,8,0,0
25,chenxiaoyuer,United States,2855,IM,8.0,65.0,6,4,0
26,AlexeiShirov,Spain,2831,GM,8.0,65.0,7,2,0
27,Durarbayli,Azerbaijan,2863,GM,8.0,64.5,7,2,0
28,want2lose,United States,2932,IM,8.0,64.5,7,2,0
29,Andrei_Belozerov,Click here to see our stance on the war in Ukraine,2630,GM,8.0,63.5,8,0,0
30,TigrVShlyape,United States,2902,GM,8.0,61.0,8,0,0
31,SantoBlue,Türkiye,2845,GM,8.0,58.5,8,0,0
32,Lukianoo,Georgia,2821,GM,8.0,58.5,8,0,0
33,Fandorine,Spain,2899,GM,8.0,58.5,8,0,0
34,ELECTRODYNAMIC_DRACULA,Isle of Man,2903,FM,8.0,55.5,8,0,0
35,1stSecond,Latvia,2913,GM,7.5,72.5,6,3,0
36,spicycaterpillar,United States,3100,GM,7.5,71.0,6,3,0
37,Vaathi_Coming,India,2950,GM,7.5,70.0,6,3,0
38,K_A_S_T_O_R,Chile,2876,GM,7.5,69.5,7,1,0
39,KaydenTroffChess,United States,2908,GM,7.5,69.0,7,1,0
40,FGHSMN,India,2868,GM,7.5,68.0,7,1,0
41,GoltsevDmitry2000,Click here to see our stance on the war in Ukraine,2900,FM,7.5,66.5,7,1,0
42,jefferyx,United States,3122,GM,7.5,66.5,6,3,0
43,jcibarra,Spain,3034,GM,7.5,66.0,7,1,0
44,Balla_Tamas,Romania,2606,IM,7.5,65.5,6,3,0
45,alexrustemov,Click here to see our stance on the war in Ukraine,2931,GM,7.5,64.0,6,3,0
46,Tibmat,France,2696,IM,7.5,64.0,7,1,0
47,osh1ro,Mongolia,2661,CM,7.5,59.5,7,1,0
48,profedechess93,Cuba,2621,CM,7.5,58.0,7,1,0
49,maciek_92,Poland,2926,GM,7.5,56.5,7,1,0
50,Ajedrez_con_German,Argentina,2605,FM,7.5,54.5,7,1,0
51,Alexander_Khlebovich,Click here to see our stance on the war in Ukraine,2729,IM,7.5,53.0,6,3,0
52,Korchmar_Vasiliy,Click here to see our stance on the war in Ukraine,2724,IM,7.5,52.5,7,1,0
53,Grischuk,Click here to see our stance on the war in Ukraine,3073,GM,7.0,71.0,6,2,0
54,Andreikka,Click here to see our stance on the war in Ukraine,2998,GM,7.0,69.0,7,0,0
55,Makswolf200817,Click here to see our stance on the war in Ukraine,2685,FM,7.0,69.0,7,0,0
56,Dom1nant1337,Greece,2679,FM,7.0,66.0,7,0,0
57,ilqar_74,Azerbaijan,2848,FM,7.0,66.0,6,2,0
58,Individoom,Kazakhstan,2707,IM,7.0,64.0,5,4,0
59,Bykov_Egor,Hungary,2629,FM,7.0,62.5,7,0,0
60,annasargsyan_m,United States,2675,IM,7.0,62.0,7,0,0
61,andrejljepic,Serbia,2634,FM,7.0,61.5,7,0,0
62,hamelekh,Israel,2747,IM,7.0,61.5,5,4,0
63,KevinGeorgeMicheal,Egypt,2608,IM,7.0,61.0,6,2,0
64,rasmussvane,Germany,3000,GM,7.0,61.0,7,0,0
65,xasid81,Israel,2659,IM,7.0,61.0,7,0,0
66,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,7.0,60.5,5,4,0
67,Alexei_Gubajdullin,International,2650,FM,7.0,60.0,7,0,0
68,selvas123,Slovakia,2661,IM,7.0,58.5,7,0,0
69,Karttunen,Finland,2719,IM,7.0,58.5,7,0,0
70,TigranMukhutdinov,Armenia,2708,FM,7.0,58.5,6,2,0
71,TangerineandLemon25,Saint Pierre/Miquelon,2688,IM,7.0,58.0,6,2,0
72,Love7Unicorn,Slovenia,2595,IM,7.0,58.0,7,0,0
73,MaestroCheck,Madagascar,2669,NM,7.0,57.5,7,0,0
74,AryanTari,Norway,2970,GM,7.0,56.0,6,2,0
75,jinbojinbo,China,2698,GM,7.0,56.0,7,0,0
76,MatthewG-p4p,Click here to see our stance on the war in Ukraine,2937,IM,7.0,55.5,7,0,0
77,Goryachkina,Click here to see our stance on the war in Ukraine,2677,GM,7.0,54.5,6,2,0
78,zajka-molotok,Ukraine,2593,IM,7.0,54.5,6,2,0
79,manitodeplomo,Chile,2670,IM,7.0,52.5,7,0,0
80,Cocolino31,Romania,2637,FM,7.0,52.0,7,0,0
81,nindjaxx8,Argentina,2685,FM,7.0,50.0,7,0,0
82,hasagoodchesser,Türkiye,2724,FM,7.0,49.0,7,0,0
83,IlanSchnaider,Argentina,2803,FM,7.0,48.5,6,2,0
84,DeArron_Fox,Ukraine,2520,FM,7.0,44.0,7,0,0
85,vladoboch,Slovakia,2490,IM,6.5,66.0,6,1,0
86,Slovak_fighter2000,Czech Republic,2566,FM,6.5,62.5,5,3,0
87,Nicolik,Italy,2626,IM,6.5,61.5,6,1,0
88,Legendinunknown,India,2869,IM,6.5,61.0,6,1,0
89,Keaton87,United States,2616,IM,6.5,60.5,5,3,0
90,Rodalquilar,Argentina,2792,GM,6.5,60.5,6,1,0
91,Abund,China,2694,NM,6.5,60.5,6,1,0
92,thedjoker98,Belgium,2623,FM,6.5,60.0,6,1,0
93,ReinisUz,Latvia,2567,NM,6.5,59.0,6,1,0
94,nabukatnezarr,Türkiye,2658,IM,6.5,59.0,6,1,0
95,Bryanl106,United States,2707,NM,6.5,58.0,6,1,0
96,Sjakkerntobi,Norway,2573,CM,6.5,56.5,6,1,0
97,Abduzhaparov,Spain,2543,IM,6.5,54.0,6,1,0
98,ShahMatKanal,International,2605,CM,6.5,53.5,6,1,0
99,tactic,International,2727,NM,6.5,53.0,6,1,0
100,Orest_Vovk,Ukraine,2553,FM,6.5,53.0,6,1,0
101,Romkachess,Canada,2592,NM,6.5,52.0,6,1,0
102,Jarming,Mexico,2761,FM,6.5,51.5,6,1,0
103,only_strong_moves,Ukraine,2721,FM,6.5,49.5,6,1,0
104,Bob_2004,Click here to see our stance on the war in Ukraine,2737,FM,6.5,47.0,5,3,0
105,financieru,United States,2434,NM,6.5,44.0,6,1,0
106,nochewycandy,Canada,2728,NM,6.5,40.0,6,1,0
107,kikoveiga,Portugal,2663,IM,6.5,32.0,6,1,0
108,howitzer14,England,3016,GM,6.5,26.5,6,1,0
109,tusplingher,Romania,2718,FM,6.0,66.0,6,0,0
110,frankshar,Poland,2514,FM,6.0,64.0,6,0,0
111,mbojan,Bosnia-Herzegovina,2912,IM,6.0,64.0,6,0,0
112,GlavkonVVS,Click here to see our stance on the war in Ukraine,2609,FM,6.0,63.5,6,0,0
113,kalinchick,Canada,2523,NM,6.0,63.0,5,2,0
114,GelmanAlexander,Germany,2721,IM,6.0,63.0,6,0,0
115,maximnovik,Lithuania,2569,GM,6.0,63.0,6,0,0
116,ManMish2,Armenia,2630,CM,6.0,63.0,6,0,0
117,Oleg_Papayan,International,2607,FM,6.0,61.0,6,0,0
118,2Coaches1Profile,European Union,2621,FM,6.0,60.5,6,0,0
119,kachsona,Georgia,2778,GM,6.0,59.5,6,0,0
120,VitorBronson,Brazil,2519,NM,6.0,59.0,6,0,0
121,MarkusRagger,Austria,2808,GM,6.0,58.5,6,0,0
122,IMRosen,Germany,2726,IM,6.0,57.5,5,2,0
123,Patricius007,Slovakia,2580,FM,6.0,57.5,5,2,0
124,Viktoker,Argentina,2570,FM,6.0,57.0,6,0,0
125,ansko1999,Norway,2622,CM,6.0,56.5,5,2,0
126,jk13,United States,2632,IM,6.0,56.5,6,0,0
127,Bugcrusher,Lithuania,2514,FM,6.0,56.0,6,0,0
128,Semetey,Kyrgyzstan,2609,IM,6.0,55.0,5,2,0
129,rhungaski,United States,2556,GM,6.0,55.0,6,0,0
130,EsmeraldasAnderson03,Ecuador,2550,FM,6.0,55.0,6,0,0
131,ArmanGhevondyanchess,Armenia,2693,CM,6.0,54.5,6,0,0
132,GM_dmitrij,Germany,3105,GM,6.0,54.0,6,0,0
133,PigsOn7th,United States,2671,FM,6.0,53.5,6,0,0
134,reevecanada,Canada,2648,CM,6.0,53.5,4,4,0
135,HajiyevKanan,Azerbaijan,2608,FM,6.0,53.5,6,0,0
136,whitemirrorninja,Israel,2495,FM,6.0,52.5,6,0,0
137,AustinThomas12345,Kosovo,2608,CM,6.0,52.0,6,0,0
138,Fh2411,Vietnam,2624,IM,6.0,52.0,6,0,0
139,bazar-wokzal,International,2582,IM,6.0,51.5,5,2,0
140,Hirna2005,Ethiopia,2505,FM,6.0,51.0,6,0,0
141,zverr1,England,2532,CM,6.0,50.5,6,0,0
142,ZachHKL,Canada,2454,NM,6.0,49.5,6,0,0
143,TimGrutter03,Netherlands,2613,FM,6.0,49.5,5,2,0
144,AlexanderMatlak,Ukraine,2516,NM,6.0,49.0,5,2,0
145,malakismayil,Azerbaijan,2637,WFM,6.0,49.0,5,2,0
146,ninjatrick,Turks and Caicos Islands,2558,CM,6.0,49.0,5,2,0
147,brm72,Ukraine,2704,NM,6.0,47.5,6,0,0
148,HaryKane,United States,2522,NM,6.0,47.0,4,4,0
149,CFalcons8,United States,2507,NM,6.0,46.5,5,2,0
150,BeanScreen,United States,2672,FM,6.0,45.0,6,0,0
151,WildOnTwitch,Estonia,2323,WCM,6.0,44.0,6,0,0
152,Zephyr5000,Egypt,2446,CM,6.0,43.5,6,0,0
153,mouseslips_are_the_best,United States,2419,FM,6.0,36.0,6,0,0
154,bilosuvenosu06,Romania,2551,CM,5.5,62.0,4,3,0
155,Pachonpower,Mexico,2572,FM,5.5,59.5,5,1,0
156,dennisodessa,Click here to see our stance on the war in Ukraine,2605,FM,5.5,58.5,5,1,0
157,Aisen1011,Zimbabwe,2357,FM,5.5,57.0,5,1,0
