rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,Hikaru,United States,3223,GM,9.5,72.0,8,3,0
2,Jospem,Mexico,3078,GM,9.0,77.0,8,2,0
3,GMWSO,United States,3101,GM,9.0,69.5,8,2,0
4,BogdanDeac,Romania,3066,GM,9.0,67.5,8,2,0
5,frederiksvane,Germany,3032,GM,8.5,76.0,8,1,0
6,GeorgMeier,Uruguay,2938,GM,8.5,75.0,7,3,0
7,Bauman_Guy,International,2977,FM,8.5,69.5,8,1,0
8,AlexanderL,United States,2888,GM,8.5,67.0,8,1,0
9,viviania,Ukraine,2904,GM,8.5,65.5,8,1,0
10,Angry_Twin,Japan,2934,GM,8.5,64.5,8,1,0
11,Zhigalko_Sergei,International,2948,GM,8.0,73.5,8,0,0
12,stollenmonster,Click here to see our stance on the war in Ukraine,2897,CM,8.0,73.5,7,2,0
13,Durarbayli,Azerbaijan,2863,GM,8.0,72.0,8,0,0
14,wonderfultime,Vietnam,3031,GM,8.0,72.0,8,0,0
15,sergoy,South Korea,2971,GM,8.0,70.5,8,0,0
16,Szparu,Poland,2909,IM,8.0,70.0,7,2,0
17,Elsa167,Croatia,2782,GM,8.0,67.0,8,0,0
18,Iball95,Click here to see our stance on the war in Ukraine,2900,FM,8.0,64.0,6,4,0
19,LikeWater,United States,2806,IM,8.0,64.0,8,0,0
20,mbojan,Bosnia-Herzegovina,2912,IM,8.0,61.0,8,0,0
21,PeshkaCh,Ukraine,2860,FM,8.0,60.5,7,2,0
22,vugarrasulov,Azerbaijan,2990,GM,7.5,72.5,7,1,0
23,Vincent_Vega95,Serbia,2818,IM,7.5,70.5,7,1,0
24,Dinosaurio_1975,Spain,2586,CM,7.5,67.0,7,1,0
25,Korchmar_Vasiliy,Click here to see our stance on the war in Ukraine,2724,IM,7.5,62.5,7,1,0
26,MetiForce,Iran,2908,IM,7.5,62.5,7,1,0
27,Witik,Click here to see our stance on the war in Ukraine,2796,FM,7.5,62.0,7,1,0
28,Aradhya2000,India,2798,IM,7.5,61.0,7,1,0
29,jacky72,Romania,2843,IM,7.5,61.0,7,1,0
30,Drags95,Poland,2840,GM,7.5,60.0,7,1,0
31,Aygehovit1992,International,2742,GM,7.5,57.0,7,1,0
32,Iskusnyh,Click here to see our stance on the war in Ukraine,2601,GM,7.5,55.0,7,1,0
33,TanitoluwaAps116,United States,2662,FM,7.5,53.0,7,1,0
34,rquery98,India,2815,IM,7.0,71.0,6,2,0
35,Prizant_academy,Click here to see our stance on the war in Ukraine,3183,FM,7.0,66.5,7,0,0
36,Alexchess1984,Czech Republic,2687,GM,7.0,65.0,7,0,0
37,Eternauta2400,Spain,2826,IM,7.0,64.5,7,0,0
38,ValentunHulka,Ukraine,2906,FM,7.0,64.0,7,0,0
39,viktorskliarov,Ukraine,2668,IM,7.0,62.0,6,2,0
40,ahkashefi2800,Iran,2548,FM,7.0,61.5,5,4,0
41,slidingknight2775,Ukraine,2635,CM,7.0,61.0,6,2,0
42,ELECTRODYNAMIC_DRACULA,Isle of Man,2903,FM,7.0,60.5,7,0,0
43,AGW2016,United States,2659,FM,7.0,60.0,6,2,0
44,MightyGMpretender,Poland,3005,NM,7.0,59.5,7,0,0
45,bazar-wokzal,International,2582,IM,7.0,59.0,6,2,0
46,suyu28,India,2757,FM,7.0,58.0,6,2,0
47,MrLion3000,International,2752,CM,7.0,57.5,7,0,0
48,anasta10,Greece,2644,FM,7.0,57.0,7,0,0
49,djokovic74,India,2804,CM,7.0,54.0,7,0,0
50,Devil_Sun,Wales,2574,CM,7.0,47.0,7,0,0
51,severomorskij,Ukraine,2901,GM,7.0,33.5,7,0,0
52,rasmussvane,Germany,3000,GM,6.5,68.5,6,1,0
53,snowlord,International,2928,FM,6.5,66.5,6,1,0
54,DTChess,Serbia,2739,FM,6.5,62.0,6,1,0
55,HajiyevKanan,Azerbaijan,2608,FM,6.5,61.5,6,1,0
56,Kirill_Klukin,United Arab Emirates,2930,IM,6.5,61.0,6,1,0
57,Shahdad2007,Iran,2526,CM,6.5,61.0,6,1,0
58,Zurability,United States,2777,IM,6.5,60.5,6,1,0
59,Zavgorodniy_Sergiy,Ukraine,2560,IM,6.5,60.0,5,3,0
60,CSB7,Hungary,2803,IM,6.5,59.0,6,1,0
61,BardArtem,International,2833,FM,6.5,58.0,6,1,0
62,Alex_Sahakyan2006,Armenia,2742,FM,6.5,56.5,6,1,0
63,OneTrickPony_82,Poland,2441,FM,6.5,56.0,6,1,0
64,zverr1,England,2532,CM,6.5,55.5,6,1,0
65,Magila31,Serbia,2363,FM,6.5,55.0,6,1,0
66,Alex_Banzea,Romania,2697,IM,6.5,55.0,5,3,0
67,NelsonLinda,Kazakhstan,2629,CM,6.5,53.0,6,1,0
68,Yeritsyaan,Armenia,2659,FM,6.5,50.0,6,1,0
69,sheldons73tshirt,Andorra,2869,WIM,6.0,62.0,6,0,0
70,Evgeny81,Israel,2754,GM,6.0,60.0,6,0,0
