rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,mishanick,Serbia,3040,GM,10.0,78.0,9,2,0
2,Shield12,Uzbekistan,2972,GM,9.5,72.0,9,1,0
3,wonderfultime,Vietnam,3031,GM,9.5,70.0,8,3,0
4,viditchess,India,3031,GM,9.0,71.0,8,2,0
5,Jospem,Mexico,3078,GM,9.0,69.5,9,0,0
6,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,9.0,69.0,8,2,0
7,Hikaru,United States,3223,GM,9.0,67.5,8,2,0
8,the_chess_child,India,2890,IM,9.0,65.0,9,0,0
9,GMBenjaminBok,Netherlands,3003,GM,9.0,58.0,9,0,0
10,Cayse,Ukraine,2817,GM,8.5,72.5,8,1,0
11,BlueWizzard,United States,2946,GM,8.5,68.5,8,1,0
12,artin10862,Iran,2943,FM,8.5,66.5,8,1,0
13,TimofeevAr,Click here to see our stance on the war in Ukraine,2848,GM,8.5,66.5,8,1,0
14,MightyGMpretender,Poland,3005,NM,8.5,65.5,8,1,0
15,TigrVShlyape,United States,2902,GM,8.5,60.5,8,1,0
16,chesskov1982,Netherlands,2908,IM,8.5,55.5,8,1,0
17,SantoBlue,Türkiye,2845,GM,8.0,72.5,8,0,0
18,rasmussvane,Germany,3000,GM,8.0,72.5,7,2,0
19,yosephtaher,Indonesia,2863,IM,8.0,71.5,8,0,0
20,Prizant_academy,Click here to see our stance on the war in Ukraine,3183,FM,8.0,71.0,8,0,0
21,attack2mateU,Canada,2724,GM,8.0,70.0,8,0,0
22,MikaelyanArman,United States,2889,GM,8.0,67.5,8,0,0
23,GMKrikor,Brazil,2878,GM,8.0,67.0,7,2,0
24,FairChess_on_YouTube,Maldives,3127,GM,8.0,67.0,8,0,0
25,Mops_2004,Ukraine,2832,IM,8.0,66.0,8,0,0
26,K_A_S_T_O_R,Chile,2876,GM,8.0,64.5,8,0,0
27,wqws,India,2883,CM,8.0,60.5,8,0,0
28,RobertoJBM,Brazil,2871,IM,8.0,59.5,8,0,0
29,LionTheLeon_06,Guinea-Bissau,2926,GM,8.0,58.0,8,0,0
30,Kobalia,Click here to see our stance on the war in Ukraine,2795,GM,8.0,57.5,7,2,0
31,Anton_Demchenko,Slovenia,3021,GM,8.0,57.5,8,0,0
32,Brave_spirit12,Kyrgyzstan,2720,FM,8.0,57.0,8,0,0
33,denizozen,Türkiye,2946,IM,8.0,54.0,7,2,0
34,AlmasRakhmatullaev,China,2847,IM,8.0,52.0,8,0,0
35,vi_pranav,India,3158,GM,7.5,76.5,7,1,0
36,Alphafischer2019,Argentina,2654,FM,7.5,73.5,7,1,0
37,PeshkaCh,Ukraine,2860,FM,7.5,71.0,5,5,0
38,Illingworth,Australia,2905,GM,7.5,69.0,7,1,0
39,Seochesspie,Sweden,2831,IM,7.5,68.0,7,1,0
40,Abund,China,2694,NM,7.5,66.0,7,1,0
41,Flawless_Fighter,Click here to see our stance on the war in Ukraine,2701,IM,7.5,65.5,7,1,0
42,Iball95,Click here to see our stance on the war in Ukraine,2900,FM,7.5,65.0,6,3,0
43,Goryachkina,Click here to see our stance on the war in Ukraine,2677,GM,7.5,64.5,6,3,0
44,Zhigalko_Sergei,International,2948,GM,7.5,61.5,7,1,0
45,IljaZaragatski,Germany,2614,GM,7.5,59.0,7,1,0
46,FREDERICKtheMATE,Scotland,2723,FM,7.5,58.5,7,1,0
47,Herzog2012,Kazakhstan,2620,FM,7.5,58.0,7,1,0
48,ChessQueen,International,2750,GM,7.5,57.5,6,3,0
49,Evgeny81,Israel,2754,GM,7.5,55.0,7,1,0
50,GalaxyRoman,Ukraine,2842,FM,7.5,50.5,7,1,0
51,Arhan_Anand,India,2637,FM,7.0,73.5,6,2,0
52,tetrix83,Click here to see our stance on the war in Ukraine,2580,GM,7.0,69.5,6,2,0
53,Roman_Ovetchkin,Click here to see our stance on the war in Ukraine,2569,GM,7.0,68.5,7,0,0
54,Lion-Al-Messi,Norway,2619,FM,7.0,68.5,6,2,0
55,Diaschess88,Kazakhstan,2693,FM,7.0,67.0,7,0,0
56,chess94cu,Cuba,2647,IM,7.0,67.0,7,0,0
57,bazar-wokzal,International,2582,IM,7.0,67.0,7,0,0
58,Denis_Makhnyov,Kazakhstan,2980,GM,7.0,66.5,7,0,0
59,aghasiyevkamal,Azerbaijan,2651,IM,7.0,65.0,7,0,0
60,kushbhagat2009,India,2649,FM,7.0,64.0,6,2,0
61,blitzking1729,India,2785,IM,7.0,63.5,7,0,0
62,ArtemDyachuk,Ukraine,2691,FM,7.0,63.5,6,2,0
63,alexrustemov,Click here to see our stance on the war in Ukraine,2939,GM,7.0,62.5,5,4,0
64,Arek_pacitan,Palestine,2729,FM,7.0,61.5,6,2,0
65,Kirill_Klukin,United Arab Emirates,2930,IM,7.0,61.0,7,0,0
66,Rutricks,Spain,2692,IM,7.0,60.5,7,0,0
67,jaskol95,Uganda,2702,CM,7.0,60.0,7,0,0
68,gtnamfrq,Hungary,2385,FM,7.0,59.5,7,0,0
69,lefonghua,Canada,2478,FM,7.0,59.5,6,2,0
70,JaloliddinIlkhomi,Tajikistan,2680,FM,7.0,59.5,6,2,0
71,Journey_to_GrandMaster_YT,Germany,2754,IM,7.0,59.0,7,0,0
72,Doomfist26,Kyrgyzstan,2619,NM,7.0,59.0,7,0,0
73,djokovic74,India,2804,CM,7.0,58.0,7,0,0
74,Alexei_Gubajdullin,International,2650,FM,7.0,58.0,7,0,0
75,Frolyanov_D,Click here to see our stance on the war in Ukraine,2657,GM,7.0,58.0,6,2,0
76,Korchmar_Vasiliy,Click here to see our stance on the war in Ukraine,2724,IM,7.0,56.5,6,2,0
77,Rodalquilar,Argentina,2792,GM,7.0,56.5,7,0,0
78,Aygehovit1992,International,2742,GM,7.0,56.5,7,0,0
79,Russian_berezka,Click here to see our stance on the war in Ukraine,2606,CM,7.0,56.5,7,0,0
80,DvaHrasta,Serbia,2483,FM,7.0,56.0,6,2,0
81,QuintilianoR,Brazil,2705,GM,7.0,55.0,7,0,0
82,soupeOchoux,France,2547,IM,7.0,54.5,7,0,0
83,Casablanca,United States,2771,NM,7.0,53.0,7,0,0
84,daika91,China,2702,GM,7.0,52.0,6,2,0
85,RETURNOFTHELAGGER,US Virgin Islands,2678,NM,7.0,51.5,7,0,0
86,amanmuhammethommadov,Turkmenistan,2743,NM,7.0,51.5,6,2,0
87,chessdjw,Germany,2764,GM,7.0,47.0,7,0,0
88,Gameking51,United Kingdom,2563,FM,6.5,71.0,6,1,0
89,BillieKimbah,Click here to see our stance on the war in Ukraine,2938,GM,6.5,65.5,5,3,0
90,Eagle_2019,Kazakhstan,2903,FM,6.5,65.0,6,1,0
91,BlitzWizard04,Germany,2639,IM,6.5,63.0,6,1,0
92,Zavgorodniy_Sergiy,Ukraine,2560,IM,6.5,62.5,5,3,0
93,HamedWafa4,Egypt,2820,IM,6.5,62.0,6,1,0
94,fen_fire,France,2498,FM,6.5,62.0,6,1,0
95,profedechess93,Cuba,2621,CM,6.5,60.5,6,1,0
96,jguerramzllo,Australia,2632,GM,6.5,60.0,6,1,0
97,gau248,India,2627,FM,6.5,58.5,6,1,0
98,ChessSwole,United States,2800,FM,6.5,58.0,5,3,0
99,zajka-molotok,Ukraine,2593,IM,6.5,57.5,6,1,0
100,Herman-NY,United States,2521,IM,6.5,56.5,6,1,0
101,Let_it_be_1,Click here to see our stance on the war in Ukraine,2655,IM,6.5,55.0,6,1,0
102,aistrel,Israel,2703,FM,6.5,55.0,6,1,0
103,GradualismUnleashed,Switzerland,2618,IM,6.5,53.0,6,1,0
104,SAInt_666,Click here to see our stance on the war in Ukraine,2744,FM,6.5,52.5,6,1,0
105,m_ezat,Egypt,2603,IM,6.5,51.0,6,1,0
106,lamomiajunior,Argentina,2704,IM,6.5,50.5,6,1,0
107,hakanazeri2,Isle of Man,2641,FM,6.5,50.0,6,1,0
108,Alex_Banzea,Romania,2697,IM,6.5,49.5,6,1,0
109,Semetey,Kyrgyzstan,2609,IM,6.5,46.5,6,1,0
110,AliKa2810,Poland,2610,IM,6.5,45.0,6,1,0
111,FXDon77,China,2890,GM,6.5,45.0,6,1,0
112,Firouzja2003,France,3156,GM,6.5,44.0,6,1,0
113,Mesa_1,Chile,2549,IM,6.5,43.5,6,1,0
114,temus_galaktionov,Click here to see our stance on the war in Ukraine,2819,FM,6.0,69.5,5,2,0
115,jacky72,Romania,2843,IM,6.0,67.5,4,4,0
116,vaishali2001,India,2713,GM,6.0,66.5,6,0,0
117,Vengea_nce,Canary Islands,2621,IM,6.0,64.0,5,2,0
118,ozates,Türkiye,2669,FM,6.0,63.5,6,0,0
119,Shuvalov,Click here to see our stance on the war in Ukraine,2652,CM,6.0,63.0,5,2,0
120,Juicy_Fork,Kazakhstan,2533,FM,6.0,62.0,6,0,0
121,jk13,United States,2632,IM,6.0,60.0,6,0,0
122,Manukyan_Artak,Armenia,2466,NM,6.0,58.5,5,2,0
123,newyorkmouse,United States,2630,NM,6.0,58.0,6,0,0
124,victormago,Venezuela,2492,NM,6.0,58.0,6,0,0
125,divudis17,Slovenia,2513,FM,6.0,57.5,5,2,0
126,MatthewG-p4p,Click here to see our stance on the war in Ukraine,2937,IM,6.0,57.5,5,2,0
127,enestnrvrd,Türkiye,2721,IM,6.0,57.0,6,0,0
128,karinachess1,Click here to see our stance on the war in Ukraine,2615,IM,6.0,56.0,6,0,0
129,masterofpuppets2,Germany,2532,FM,6.0,56.0,6,0,0
130,temiksmozg,Ukraine,2719,GM,6.0,56.0,6,0,0
131,hongnhung1234,Vietnam,2589,WFM,6.0,56.0,6,0,0
132,GothamChess,United States,2719,IM,6.0,55.5,5,2,0
133,HATilay,Azerbaijan,2597,FM,6.0,55.5,6,0,0
134,KATPAH,Slovenia,2744,FM,6.0,55.0,5,2,0
135,Quattroporte300,Poland,2448,WFM,6.0,55.0,6,0,0
136,Cheer_Down,Israel,2552,CM,6.0,54.0,6,0,0
137,only_strong_moves,Ukraine,2721,FM,6.0,54.0,6,0,0
138,wannabe2700,Finland,2619,IM,6.0,54.0,6,0,0
139,WPWPWP-2015,Poland,2515,FM,6.0,53.0,6,0,0
140,djano,Poland,2622,FM,6.0,53.0,5,2,0
141,viktorskliarov,Ukraine,2668,IM,6.0,52.5,6,0,0
142,JosefineHeinemann,Germany,2500,WGM,6.0,52.5,5,2,0
143,Shivananda1964,Israel,2341,FM,6.0,51.0,6,0,0
144,Speshka,Click here to see our stance on the war in Ukraine,2547,WFM,6.0,50.5,5,2,0
145,ayanakhmetov,Kazakhstan,2710,IM,6.0,50.5,5,2,0
146,deribas12345,Click here to see our stance on the war in Ukraine,2617,IM,6.0,50.0,6,0,0
147,Mikhail_Golubev,Ukraine,2761,GM,6.0,49.5,6,0,0
148,tteshan,Bulgaria,2580,FM,6.0,49.5,6,0,0
149,Mystery2007,Hungary,2503,FM,6.0,48.5,6,0,0
150,LeoLV10,Spain,2609,FM,6.0,48.5,6,0,0
151,Ginzburg_Yakov,Click here to see our stance on the war in Ukraine,2554,FM,6.0,47.5,6,0,0
152,Kildepiotr,Poland,2694,IM,6.0,46.5,5,2,0
153,enkhtuul,Mongolia,2492,WGM,6.0,46.5,6,0,0
154,TatjanaVasilevich,Click here to see our stance on the war in Ukraine,2646,IM,6.0,46.0,6,0,0
