rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,jefferyx,United States,2999,GM,9.5,76.0,8,3,0
2,MITerryble,Peru,3075,IM,9.5,70.5,8,3,0
3,Legit,Poland,3000,IM,9.0,74.5,8,2,0
4,Polish_fighter3000,Poland,3200,GM,9.0,69.0,8,2,0
5,WoodlandMagic,United States,2910,GM,9.0,68.0,9,0,0
6,Oleksandr_Bortnyk,United States,3058,GM,9.0,66.5,8,2,0
7,Alexander_Khlebovich,Click here to see our stance on the war in Ukraine,2815,IM,9.0,64.5,9,0,0
8,jcibarra,Spain,2950,GM,9.0,62.0,8,2,0
9,dropstoneDP,Click here to see our stance on the war in Ukraine,3076,GM,8.5,74.0,7,3,0
10,JanistanTV,Germany,2825,GM,8.5,71.0,7,3,0
11,Zhigalko_Sergei,International,2974,GM,8.5,68.0,7,3,0
12,SalihEke,Türkiye,2645,FM,8.5,63.0,8,1,0
13,Igor_Lysyj,International,2828,GM,8.5,63.0,8,1,0
14,TigrVShlyape,United States,2868,GM,8.5,52.5,8,1,0
15,lachesisQ,Click here to see our stance on the war in Ukraine,3144,GM,8.0,72.5,7,2,0
16,HamedWafa4,Egypt,2773,IM,8.0,71.0,8,0,0
17,Msb2,Germany,3036,GM,8.0,70.5,8,0,0
18,K_A_S_T_O_R,Chile,2804,GM,8.0,70.0,7,2,0
19,Jospem,Mexico,3080,GM,8.0,69.0,8,0,0
20,Alexander_Donchenko,International,2843,GM,8.0,65.0,8,0,0
21,GMBenjaminBok,Netherlands,3094,GM,8.0,64.5,8,0,0
22,DanielNaroditsky,United States,3083,GM,8.0,64.0,7,2,0
23,Rud_Makarian,Click here to see our stance on the war in Ukraine,3076,IM,8.0,64.0,7,2,0
24,rasmussvane,Germany,2986,GM,8.0,62.5,8,0,0
25,rezamahdavi2008,Iran,2954,FM,8.0,60.5,8,0,0
26,snowlord,International,2920,FM,8.0,58.0,8,0,0
27,Artem_0degov,Click here to see our stance on the war in Ukraine,2811,FM,8.0,57.0,7,2,0
28,Kosak12,Poland,2915,IM,8.0,55.5,8,0,0
29,AradNazari,Iran,2923,IM,8.0,50.0,8,0,0
30,stollenmonster,Click here to see our stance on the war in Ukraine,2914,CM,7.5,69.5,7,1,0
31,Byniolus,Poland,2836,GM,7.5,64.0,7,1,0
32,Shuvalov,France,2678,CM,7.5,61.0,7,1,0
33,mind1mover,Serbia,2896,IM,7.5,59.5,7,1,0
34,Nicolik,Italy,2705,IM,7.5,58.5,7,1,0
35,Huragan007,Poland,2696,FM,7.5,57.0,7,1,0
36,NikitaShandrygin,Serbia,2852,FM,7.5,57.0,7,1,0
37,Dolphin_2010,Turks and Caicos Islands,2869,FM,7.5,54.5,7,1,0
38,ContrVersia,Lithuania,2863,GM,7.5,51.0,7,1,0
39,MarcoRiehle,Germany,2748,FM,7.0,69.5,7,0,0
40,Zurability,United States,2764,IM,7.0,68.0,6,2,0
41,ChessSharkz,United States,2921,GM,7.0,68.0,6,2,0
42,BardArtem,International,2897,FM,7.0,67.5,7,0,0
43,RusPakhom,Click here to see our stance on the war in Ukraine,2506,FM,7.0,66.5,7,0,0
44,nabukatnezarr,Türkiye,2700,IM,7.0,66.0,6,2,0
45,Aaron080803,Spain,2776,IM,7.0,65.0,7,0,0
46,DryCounty,United States,2750,GM,7.0,64.5,6,2,0
47,KogotBobra17,Click here to see our stance on the war in Ukraine,2810,FM,7.0,64.0,7,0,0
48,Gunner214,Argentina,2802,FM,7.0,64.0,7,0,0
49,GM_dmitrij,Germany,3014,GM,7.0,62.5,7,0,0
50,maximnovik,Lithuania,2661,GM,7.0,61.5,7,0,0
51,KevinGeorgeMicheal,Egypt,2646,IM,7.0,61.0,7,0,0
52,reevecanada,Canada,2766,FM,7.0,60.5,6,2,0
53,KNVB,Canada,2974,GM,7.0,60.5,7,0,0
54,Bryanl106,United States,2883,FM,7.0,59.5,7,0,0
55,GeorgiosSouleidis,Greece,2710,IM,7.0,58.0,7,0,0
56,Herman-NY,United States,2555,IM,7.0,58.0,7,0,0
57,BabageldiAnnaberdiyev,Türkiye,2603,FM,7.0,57.0,5,4,0
58,Statham,South Africa,2830,FM,7.0,57.0,7,0,0
59,Glek_Igor,Belgium,2664,GM,7.0,56.5,7,0,0
60,zmeeed67,Click here to see our stance on the war in Ukraine,2666,IM,7.0,56.5,7,0,0
61,Marcus_Harvey,England,2745,IM,7.0,55.5,7,0,0
62,Kirill_Klukin,Serbia,2927,IM,7.0,52.0,6,2,0
63,belligham2023,Paraguay,2616,NM,7.0,47.0,6,2,0
64,azikom,Azerbaijan,2739,GM,7.0,33.0,7,0,0
65,IMRosen,United States,2775,IM,6.5,67.0,6,1,0
66,DeTimmerman,Netherlands,2825,IM,6.5,66.0,6,1,0
67,Chessgodisback2008,United States,2880,NM,6.5,63.5,6,1,0
68,Lennis93,United States,2726,IM,6.5,62.0,6,1,0
69,ferdipy,Paraguay,2389,NM,6.5,62.0,6,1,0
70,rachidhuilda,France,2377,CM,6.5,61.0,6,1,0
71,temus_galaktionov,United Arab Emirates,2906,FM,6.5,61.0,5,3,0
72,TanitoluwaAps116,Aland Islands,2784,FM,6.5,60.5,6,1,0
73,nicolai1950,Moldova,2641,FM,6.5,58.0,6,1,0
74,dimailuka,Serbia,2542,FM,6.5,57.0,5,3,0
75,karinachess1,Click here to see our stance on the war in Ukraine,2696,IM,6.5,54.0,6,1,0
76,Szparu,Poland,2831,IM,6.5,52.5,6,1,0
77,GoltsevDmitry2000,Click here to see our stance on the war in Ukraine,2829,FM,6.5,52.0,5,3,0
78,yaguigor,Click here to see our stance on the war in Ukraine,2738,GM,6.5,52.0,6,1,0
79,Laurin_2009,Germany,2377,CM,6.5,51.0,6,1,0
80,Roedor,Chile,2539,CM,6.5,50.5,6,1,0
81,ChessqueenLQ,United States,2605,WFM,6.5,50.0,6,1,0
82,JakubPulpan,Czech Republic,2798,IM,6.5,50.0,6,1,0
83,slidingknight2775,Ukraine,2753,FM,6.5,50.0,6,1,0
84,rdarruda,United States,2557,FM,6.5,48.5,5,3,0
85,Eltaj_Safarli,Azerbaijan,3001,GM,6.5,47.0,6,1,0
86,Bob_2004,Click here to see our stance on the war in Ukraine,2510,FM,6.5,42.5,6,1,0
87,Mikedannnn,Click here to see our stance on the war in Ukraine,2644,IM,6.0,63.5,5,2,0
88,ParagonFighter,United States,2542,NM,6.0,62.5,5,2,0
89,ural58,Ukraine,2519,IM,6.0,61.0,5,2,0
90,Machidon,Moldova,2590,FM,6.0,61.0,6,0,0
91,Suleyman_Chess06,Azerbaijan,2807,FM,6.0,60.0,5,2,0
92,PoAslan,Türkiye,2952,FM,6.0,59.5,6,0,0
93,Yurovskykh_Oleksandr,Ukraine,2758,FM,6.0,59.5,5,2,0
94,MarceloPlaya,Argentina,2357,IM,6.0,58.5,6,0,0
95,Bencus12,Hungary,2546,IM,6.0,58.5,6,0,0
96,Mikhail_Golubev,Ukraine,2724,GM,6.0,58.0,5,2,0
97,MightyGMpretender,Poland,2817,NM,6.0,57.0,6,0,0
98,EnisMetin34,Türkiye,2588,NM,6.0,56.5,6,0,0
99,xozr,Click here to see our stance on the war in Ukraine,2568,WFM,6.0,56.5,6,0,0
100,papakwnnov,Greece,2471,FM,6.0,56.0,6,0,0
101,ZachHKL,Canada,2498,NM,6.0,55.5,5,2,0
102,Robert_E2009,Austria,2505,FM,6.0,55.0,5,2,0
103,Nf3c5,Brazil,2651,FM,6.0,54.5,6,0,0
104,gueraumasague,Spain,2800,FM,6.0,54.5,6,0,0
105,Frankie_Badacsonyi,United Kingdom,2504,FM,6.0,54.0,5,2,0
106,dosto07,Mexico,2506,IM,6.0,53.5,4,4,0
107,egnfanclub,Brazil,2430,NM,6.0,53.5,6,0,0
108,GelmanAlexander,Germany,2735,IM,6.0,53.0,6,0,0
109,AleksanderHnydiuk,Poland,2529,IM,6.0,53.0,6,0,0
110,SharathRk6,Saint Pierre/Miquelon,2561,NM,6.0,52.5,5,2,0
111,manitodeplomo,Chile,2572,IM,6.0,52.5,5,2,0
112,lamomiajunior,Argentina,2847,IM,6.0,52.5,6,0,0
113,Chaubunagungamaug2,Cayman Islands,2608,NM,6.0,52.0,6,0,0
114,FadingMustard,Germany,2679,FM,6.0,52.0,6,0,0
115,i_like_explosions,United States,2524,NM,6.0,51.5,5,2,0
116,Powerofchess09,Türkiye,2544,CM,6.0,51.0,5,2,0
117,Mikhal867,Ukraine,2510,NM,6.0,51.0,6,0,0
118,Lady_Nika,Click here to see our stance on the war in Ukraine,2553,WFM,6.0,50.5,5,2,0
119,cristiancamilosoto,Colombia,2593,FM,6.0,49.0,5,2,0
120,VitorBronson,Brazil,2603,NM,6.0,47.0,6,0,0
121,ACollins05,Ireland,2489,CM,6.0,46.5,5,2,0
122,medinapazmiguel1968,Ecuador,2447,IM,6.0,45.0,5,2,0
123,b0103232338,Poland,2570,CM,6.0,42.5,6,0,0
124,FelixBlohberger,Austria,2738,GM,6.0,42.5,5,2,0
125,ahmedkandiliii,Palestine,2756,FM,6.0,41.0,6,0,0
126,SavelijTartakover,Click here to see our stance on the war in Ukraine,2910,GM,6.0,28.5,6,0,0
127,Caterpiller35,Uruguay,2436,CM,6.0,28.0,6,0,0
128,ozates,Türkiye,2662,FM,5.5,59.5,5,1,0
129,Semetey,Kyrgyzstan,2691,IM,5.5,59.0,5,1,0
130,LSChess,United States,2575,NM,5.5,58.5,5,1,0
131,Denisenko_Denis,Click here to see our stance on the war in Ukraine,2421,CM,5.5,57.5,5,1,0
132,Alexei_Gubajdullin,International,2682,FM,5.5,57.5,5,1,0
133,chess13524678,United States,2494,NM,5.5,57.0,4,3,0
134,rudyst06,Greece,2630,FM,5.5,56.5,5,1,0
135,Slovak_fighter2000,Czech Republic,2591,FM,5.5,56.5,5,1,0
136,Rile-Man,Serbia,2553,FM,5.5,56.0,5,1,0
137,SharkBlueKing9879,Peru,2424,CM,5.5,54.5,5,1,0
138,Jahonas,United States,2369,NM,5.5,52.5,5,1,0
139,petr577,United Kingdom,2480,FM,5.5,52.0,5,1,0
140,popov_m,Click here to see our stance on the war in Ukraine,2590,IM,5.5,51.0,5,1,0
141,MusicCityMaster,United States,2450,FM,5.5,51.0,5,1,0
142,GlavkonVVS,Click here to see our stance on the war in Ukraine,2556,FM,5.5,50.0,5,1,0
143,Zashibeatles,Click here to see our stance on the war in Ukraine,2549,FM,5.5,49.5,5,1,0
144,tgpgoat,United States,2554,CM,5.5,49.0,4,3,0
145,Smiechu,Poland,2477,CM,5.5,47.5,5,1,0
146,Slovineanu,Moldova,2580,IM,5.5,47.0,5,1,0
147,YasinEmrah,Türkiye,2403,FM,5.5,45.5,5,1,0
148,micke12a,Serbia,2334,FM,5.5,41.0,5,1,0
149,jaramsdal,Denmark,2362,FM,5.5,30.5,5,1,0
150,Orest_Vovk,Ukraine,2604,FM,5.0,61.5,5,0,0
151,anasta10,Greece,2693,FM,5.0,60.0,4,2,0
152,Eloist,Germany,2403,FM,5.0,58.5,5,0,0
