rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,DenLaz,Click here to see our stance on the war in Ukraine,3135,GM,10.5,76.5,10,1,0
2,Andreikka,Click here to see our stance on the war in Ukraine,2998,GM,9.5,74.5,9,1,0
3,Zohid6,Türkiye,2955,IM,9.5,64.0,9,1,0
4,Firouzja2003,France,3156,GM,9.0,77.5,9,0,0
5,lachesisQ,Click here to see our stance on the war in Ukraine,3161,GM,9.0,70.5,8,2,0
6,Hikaru,United States,3223,GM,8.5,79.0,7,3,0
7,mishanick,Serbia,3040,GM,8.5,77.0,8,1,0
8,BillieKimbah,Click here to see our stance on the war in Ukraine,2938,GM,8.5,76.0,7,3,0
9,Kiborg95,Bosnia-Herzegovina,2801,GM,8.5,76.0,7,3,0
10,chenxiaoyuer,United States,2855,IM,8.5,74.0,7,3,0
11,Javokhir_Sindarov05,Uzbekistan,3088,GM,8.5,74.0,8,1,0
12,BogdanDeac,Romania,3066,GM,8.5,73.5,8,1,0
13,FairChess_on_YouTube,Maldives,3127,GM,8.5,73.0,7,3,0
14,Kirill_Klukin,United Arab Emirates,2930,IM,8.5,72.5,8,1,0
15,TigrVShlyape,United States,2902,GM,8.5,72.0,7,3,0
16,Msb2,Germany,3132,GM,8.5,72.0,8,1,0
17,Eagle_2019,Kazakhstan,2903,FM,8.5,68.5,8,1,0
18,Arystanner,Kazakhstan,2851,IM,8.5,67.5,8,1,0
19,Prizant_academy,Click here to see our stance on the war in Ukraine,3183,FM,8.5,67.5,8,1,0
20,h4parah5,Spain,2963,GM,8.5,67.0,8,1,0
21,PeshkaCh,Ukraine,2860,FM,8.5,64.5,8,1,0
22,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,8.0,73.0,6,4,0
23,jefferyx,United States,3122,GM,8.0,71.5,7,2,0
24,Nitzan_Steinberg,Israel,2850,GM,8.0,70.0,7,2,0
25,DominguezOnYoutube,United States,2968,GM,8.0,69.5,8,0,0
26,Zhigalko_Sergei,International,2948,GM,8.0,69.5,8,0,0
27,monomita,India,2802,IM,8.0,69.0,8,0,0
28,IlanSchnaider,Argentina,2803,FM,8.0,68.0,8,0,0
29,OparinGrigoriy,United States,3019,GM,8.0,65.0,7,2,0
30,Paralinch,Switzerland,2932,GM,8.0,64.0,7,2,0
31,pouya21,Iran,2862,GM,8.0,63.0,7,2,0
32,moro182,Italy,2912,GM,8.0,63.0,8,0,0
33,VerdeNotte,United Kingdom,2873,GM,8.0,61.5,7,2,0
34,Byniolus,Poland,2772,GM,8.0,59.5,8,0,0
35,Abund,China,2694,NM,8.0,57.5,7,2,0
36,Chessgod9oninsta,Sweden,2817,NM,8.0,57.0,7,2,0
37,K_A_S_T_O_R,Chile,2876,GM,8.0,56.5,8,0,0
38,Bullet_Jachym08,Czech Republic,2596,FM,8.0,55.5,8,0,0
39,NikitaShandrygin,Serbia,2727,FM,8.0,53.0,8,0,0
40,CrushingKings,Spain,2561,FM,8.0,52.0,8,0,0
41,ChessSwole,United States,2800,FM,8.0,52.0,8,0,0
42,Oleksandr_Bortnyk,United States,3100,GM,7.5,73.0,7,1,0
43,Szparu,Poland,2909,IM,7.5,70.0,7,1,0
44,RandomNoob04,Germany,2818,FM,7.5,69.5,7,1,0
45,Marcus_Harvey,England,2801,IM,7.5,67.0,7,1,0
46,FXDon77,China,2890,GM,7.5,67.0,7,1,0
47,ulises2013,Spain,2803,IM,7.5,66.0,7,1,0
48,Mops_2004,Ukraine,2832,IM,7.5,65.0,6,3,0
49,luckyswitchback,Click here to see our stance on the war in Ukraine,2687,FM,7.5,64.5,7,1,0
50,agustinv04,Argentina,2602,FM,7.5,63.0,7,1,0
51,stollenmonster,Click here to see our stance on the war in Ukraine,2897,CM,7.5,62.5,7,1,0
52,GulamaliRises,United States,2766,FM,7.5,62.0,7,1,0
53,maciek_92,Poland,2926,GM,7.5,61.0,7,1,0
54,ploxoi,Ukraine,2500,NM,7.5,59.0,7,1,0
55,rasmussvane,Germany,3000,GM,7.5,58.5,7,1,0
56,MatthewG-p4p,Click here to see our stance on the war in Ukraine,2937,IM,7.5,58.5,6,3,0
57,wonderfultime,Vietnam,3031,GM,7.5,58.0,7,1,0
58,Winner_7777,International,2601,FM,7.5,56.5,7,1,0
59,PavelShkapenko,International,2750,IM,7.5,56.5,6,3,0
60,Shield12,Uzbekistan,2972,GM,7.5,56.0,7,1,0
61,HamedWafa4,Egypt,2820,IM,7.5,52.5,7,1,0
62,GMG,United States,2700,GM,7.0,68.0,6,2,0
63,Sadykov_Ramil,Click here to see our stance on the war in Ukraine,2602,FM,7.0,68.0,7,0,0
64,Kobalia,Click here to see our stance on the war in Ukraine,2795,GM,7.0,67.5,7,0,0
65,AlexeiShirov,Spain,2831,GM,7.0,67.0,6,2,0
66,dominator811,European Union,2444,CM,7.0,66.5,7,0,0
67,Tactican_228,Germany,2469,FM,7.0,65.5,6,2,0
68,amanjazu,Kyrgyzstan,2595,CM,7.0,65.0,7,0,0
69,Crasyhealer,France,2588,FM,7.0,64.5,5,4,0
70,Zavgorodniy_Sergiy,Ukraine,2560,IM,7.0,64.5,7,0,0
71,DanyKopy,Germany,2614,FM,7.0,64.5,7,0,0
72,BirdMaster3000,Brazil,2639,GM,7.0,64.0,7,0,0
73,Likvidator228,International,2602,FM,7.0,64.0,6,2,0
74,GM_dmitrij,Germany,3105,GM,7.0,64.0,6,2,0
75,Alen_Yeremyann,Armenia,2770,FM,7.0,63.0,6,2,0
76,AlexPapasimakopoulos,Greece,2822,FM,7.0,63.0,6,2,0
77,Pachonpower,Mexico,2572,FM,7.0,62.5,7,0,0
78,quvnoq_muxlis,Click here to see our stance on the war in Ukraine,2747,CM,7.0,62.0,7,0,0
79,karinachess1,Click here to see our stance on the war in Ukraine,2615,IM,7.0,62.0,7,0,0
80,hakanazeri2,Isle of Man,2641,FM,7.0,61.5,7,0,0
81,chessdragon7161,India,2583,FM,7.0,61.5,6,2,0
82,szachuspl,Poland,2693,NM,7.0,61.0,7,0,0
83,Statham,South Africa,2723,CM,7.0,60.5,7,0,0
84,Bykov_Egor,Hungary,2629,FM,7.0,60.0,7,0,0
85,Dr_Pepper18,Click here to see our stance on the war in Ukraine,2508,FM,7.0,59.0,7,0,0
86,SashaKuzhilniy,Ukraine,2625,CM,7.0,59.0,7,0,0
87,Makswolf200817,Click here to see our stance on the war in Ukraine,2685,FM,7.0,58.5,6,2,0
88,malakismayil,Azerbaijan,2637,WFM,7.0,57.0,6,2,0
89,CSB7,Hungary,2803,IM,7.0,57.0,5,4,0
90,Slovineanu,Moldova,2498,IM,7.0,56.5,6,2,0
91,KnightDuta,Indonesia,2704,FM,7.0,56.0,7,0,0
92,BakaPG,Montenegro,2769,IM,7.0,56.0,6,2,0
93,Witik,Click here to see our stance on the war in Ukraine,2796,FM,7.0,54.5,7,0,0
94,Chera_Chola_Pandya_in2024,India,2732,CM,7.0,53.5,7,0,0
95,Shuvalov,Click here to see our stance on the war in Ukraine,2652,CM,7.0,53.5,7,0,0
96,ShahMatKanal,International,2605,CM,7.0,52.5,6,2,0
97,Sychev_Klementy,Somalia,2935,GM,7.0,52.0,6,2,0
98,banhgiahuy2606,Vietnam,2604,FM,7.0,50.5,7,0,0
99,jakopogi,Philippines,2864,IM,7.0,50.0,7,0,0
100,RantomOpening,Norway,2738,CM,7.0,48.5,6,2,0
101,annasargsyan_m,United States,2675,IM,7.0,43.0,7,0,0
102,Let_it_be_1,Click here to see our stance on the war in Ukraine,2655,IM,6.5,67.5,6,1,0
103,Boundless_Strike,Djibouti,2648,IM,6.5,67.0,6,1,0
104,Zurability,United States,2777,IM,6.5,66.5,5,3,0
105,viktorskliarov,Ukraine,2668,IM,6.5,65.0,6,1,0
106,djano,Poland,2622,FM,6.5,64.5,6,1,0
107,Iskusnyh,Click here to see our stance on the war in Ukraine,2601,GM,6.5,64.0,6,1,0
108,sonicdravise,Malaysia,2583,CM,6.5,64.0,6,1,0
109,reevecanada,Canada,2648,CM,6.5,63.5,6,1,0
110,AmbartsumianTyhran2012,Ukraine,2595,CM,6.5,63.0,6,1,0
111,ManMish2,Armenia,2630,CM,6.5,61.5,6,1,0
112,NottheBishopSacrifice,United Kingdom,2475,CM,6.5,61.5,6,1,0
113,chessbaerchen,Germany,2594,CM,6.5,61.5,6,1,0
114,ITheOnlyME,New Zealand,2465,FM,6.5,61.0,6,1,0
115,xasid81,Israel,2659,IM,6.5,61.0,5,3,0
116,Queensandpawns,England,2472,NM,6.5,60.5,5,3,0
117,Kildepiotr,Poland,2694,IM,6.5,60.5,6,1,0
118,Cocolino31,Romania,2637,FM,6.5,60.0,6,1,0
119,tactic,International,2727,NM,6.5,59.5,6,1,0
120,vovachesss,International,2763,CM,6.5,59.0,6,1,0
121,rhungaski,United States,2556,GM,6.5,58.5,6,1,0
122,alexrustemov,Click here to see our stance on the war in Ukraine,2931,GM,6.5,58.0,6,1,0
123,Mr_ruthless,India,2633,FM,6.5,57.5,6,1,0
124,vladgoncharov,Click here to see our stance on the war in Ukraine,2597,NM,6.5,57.0,6,1,0
125,KNVB,Canada,2706,GM,6.5,55.5,6,1,0
126,Yan_Dyomin2010,Ukraine,2800,CM,6.5,55.0,6,1,0
127,ValeriyGrinev,Ukraine,2607,IM,6.5,55.0,5,3,0
128,Rutricks,Spain,2692,IM,6.5,55.0,6,1,0
129,Petukhov_Dmitry,Click here to see our stance on the war in Ukraine,2549,FM,6.5,55.0,6,1,0
130,Patricius007,Slovakia,2580,FM,6.5,55.0,6,1,0
131,Saitama_C,Lebanon,2566,FM,6.5,55.0,6,1,0
132,Ranindu2003,Sri Lanka,2763,IM,6.5,54.5,6,1,0
133,Oleg_Papayan,International,2607,FM,6.5,54.0,5,3,0
134,Tomytoteph,Catalonia,2604,IM,6.5,53.5,6,1,0
135,RebelJohnny,Iran,2590,CM,6.5,51.5,6,1,0
136,Moon_stone123,Canada,2577,FM,6.5,50.5,5,3,0
137,manitodeplomo,Chile,2670,IM,6.5,50.5,6,1,0
