rank,username,country,rating,title,score,tie_break,wins,draws,byes
1,mishanick,Serbia,3040,GM,10.0,70.5,9,2,0
2,Oleksandr_Bortnyk,United States,3109,GM,9.5,69.0,9,1,0
3,GOGIEFF,Ukraine,2991,GM,9.0,81.0,8,2,0
4,Polish_fighter3000,Poland,3057,GM,9.0,73.5,9,0,0
5,eljanov,Ukraine,2880,GM,9.0,71.5,8,2,0
6,Vaathi_Coming,India,2950,GM,9.0,68.0,9,0,0
7,MetiForce,Iran,2908,IM,9.0,64.0,9,0,0
8,dropstoneDP,Click here to see our stance on the war in Ukraine,3088,GM,9.0,63.5,8,2,0
9,DenLaz,Click here to see our stance on the war in Ukraine,3135,GM,8.5,79.5,7,3,0
10,Msb2,Germany,3132,GM,8.5,77.5,8,1,0
11,Hikaru,United States,3223,GM,8.5,76.0,8,1,0
12,jcibarra,Spain,3034,GM,8.5,68.5,8,1,0
13,tptagain,Spain,3031,GM,8.5,66.5,7,3,0
14,TigrVShlyape,United States,2902,GM,8.5,63.5,7,3,0
15,TimofeevAr,Click here to see our stance on the war in Ukraine,2848,GM,8.5,53.5,7,3,0
16,Durarbayli,Azerbaijan,2863,GM,8.0,74.5,7,2,0
17,artin10862,Iran,2943,FM,8.0,73.0,8,0,0
18,viditchess,India,3031,GM,8.0,71.5,6,4,0
19,LyonBeast,France,3131,GM,8.0,70.5,7,2,0
20,MITerryble,Peru,3005,IM,8.0,68.5,8,0,0
21,frederiksvane,Germany,3032,GM,8.0,68.5,8,0,0
22,Rud_Makarian,Click here to see our stance on the war in Ukraine,3072,IM,8.0,68.0,7,2,0
23,GM_dmitrij,Germany,3105,GM,8.0,67.0,8,0,0
24,Sina_Movahed,Iran,3044,IM,8.0,67.0,8,0,0
25,Andrei_Belozerov,Click here to see our stance on the war in Ukraine,2630,GM,8.0,66.5,8,0,0
26,Arystanner,Kazakhstan,2851,IM,8.0,65.5,8,0,0
27,FairChess_on_YouTube,Maldives,3127,GM,8.0,65.5,8,0,0
28,Zhigalko_Sergei,International,2948,GM,8.0,64.5,8,0,0
29,Angry_Twin,Japan,2934,GM,8.0,64.0,7,2,0
30,Beca95,Serbia,2905,GM,8.0,63.0,8,0,0
31,champ2005,India,3014,GM,8.0,62.0,7,2,0
32,messiboca,Argentina,2769,GM,8.0,59.0,8,0,0
33,Njal28,Armenia,2958,GM,7.5,76.5,7,1,0
34,GMWSO,United States,3101,GM,7.5,72.5,7,1,0
35,GMSrinath,India,2910,GM,7.5,70.5,7,1,0
36,swimmerchess,India,2792,IM,7.5,64.0,6,3,0
37,FGHSMN,India,2868,GM,7.5,64.0,7,1,0
38,Chessmissile07,India,2905,IM,7.5,63.5,7,1,0
39,artooon,International,3050,GM,7.5,63.5,6,3,0
40,jefferyx,United States,3122,GM,7.5,63.0,6,3,0
41,Guachiney,Spain,2882,GM,7.5,60.0,7,1,0
42,Anton_Demchenko,Slovenia,3021,GM,7.5,58.0,7,1,0
43,alexrustemov,Click here to see our stance on the war in Ukraine,2939,GM,7.5,57.5,6,3,0
44,Coachpoker,United States,2781,IM,7.5,56.0,6,3,0
45,olksuna,Argentina,2725,GM,7.5,55.0,7,1,0
46,Rutricks,Spain,2692,IM,7.5,50.5,6,3,0
47,Cayse,Ukraine,2817,GM,7.0,71.0,7,0,0
48,Gabrielian_Artur,Click here to see our stance on the war in Ukraine,2732,GM,7.0,69.5,6,2,0
49,VladimirKramnik,Click here to see our stance on the war in Ukraine,2994,GM,7.0,69.0,6,2,0
50,jinbojinbo,China,2698,GM,7.0,69.0,7,0,0
51,WhiteKnight2612,India,2901,IM,7.0,69.0,7,0,0
52,RobertoJBM,Brazil,2871,IM,7.0,67.0,6,2,0
53,Prizant_academy,Click here to see our stance on the war in Ukraine,3183,FM,7.0,65.5,7,0,0
54,PeshkaCh,Ukraine,2860,FM,7.0,65.0,6,2,0
55,rasmussvane,Germany,3000,GM,7.0,64.5,6,2,0
56,GoltsevDmitry2000,Click here to see our stance on the war in Ukraine,2900,FM,7.0,64.5,6,2,0
57,Bacallao2019,Cuba,2773,GM,7.0,63.0,6,2,0
58,Elegance_Riks,India,2731,GM,7.0,62.0,6,2,0
59,MrKooshaChess_Twitch,Canada,2775,CM,7.0,61.5,6,2,0
60,juancruzarias,Argentina,2706,FM,7.0,61.5,5,4,0
61,blitzking1729,India,2785,IM,7.0,61.5,7,0,0
