"match_id","leagueid","radiant.team_id","radiant.name","radiant.tag","radiant.logo_url","dire.team_id","dire.name","dire.tag","dire.logo_url"
7937625859,16312,8893840,"Big Bang Gaming","BB","https://steamusercontent-a.akamaihd.net/ugc/2019352804996053730/B2F33387BA6420EF613A6A80085DA457BF81CA75/",8961813,"SHAOLIN","SHN","https://steamusercontent-a.akamaihd.net/ugc/5097543432692536332/C3EA7D411BF1527BD6E77CB50C7BCBFD971F73B9/"
7937633673,15901,9481733,"Eye Gaming","","https://steamusercontent-a.akamaihd.net/ugc/2522661974636936973/20CB1AA41471ABE1B5C460D8CBDE915E595F8B23/",9482722,"Elite Eclipse ","EE","https://steamusercontent-a.akamaihd.net/ugc/2468619149601955033/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/"
7937644913,17059,9461007,"Evil Rabbit","ER","https://steamusercontent-a.akamaihd.net/ugc/2535045516530973644/C227686C8309A739A57EF35CF376A8591927E1C2/",9018664,"Team Bright","","https://steamusercontent-a.akamaihd.net/ugc/2008081064641074125/98465178D23A5C307E6AA8CE298B17CEBB16B979/"
7937645688,16059,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
7937652092,16312,9018528,"Crew X","CrX","https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/",9332059,"Ninja Bros","N","https://steamusercontent-a.akamaihd.net/ugc/2490006266229881150/FC90CF44B6F55976119A8FD30C519F435E6D2270/"
7937653125,16059,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",9425656,"LSG","LSG","https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/"
7937661038,15901,9482722,"Elite Eclipse ","EE","https://steamusercontent-a.akamaihd.net/ugc/2468619149601955033/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/",9517732,"Eye Gaming","eye","https://steamusercontent-a.akamaihd.net/ugc/2433719947397871957/F4D0AD6C0EFC58DCF8DED009E4D51F25BE2DA05F/"
7937674432,16059,9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/",8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/"
7937678125,16312,9332059,"Ninja Bros","N","https://steamusercontent-a.akamaihd.net/ugc/2490006266229881150/FC90CF44B6F55976119A8FD30C519F435E6D2270/",9018528,"Crew X","CrX","https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/"
7937679127,17059,9018664,"Team Bright","","https://steamusercontent-a.akamaihd.net/ugc/2008081064641074125/98465178D23A5C307E6AA8CE298B17CEBB16B979/",9461007,"Evil Rabbit","ER","https://steamusercontent-a.akamaihd.net/ugc/2535045516530973644/C227686C8309A739A57EF35CF376A8591927E1C2/"
7937684549,16059,9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/",8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/"
7937699469,15901,9517732,"Eye Gaming","eye","https://steamusercontent-a.akamaihd.net/ugc/2433719947397871957/F4D0AD6C0EFC58DCF8DED009E4D51F25BE2DA05F/",9482722,"Elite Eclipse ","EE","https://steamusercontent-a.akamaihd.net/ugc/2468619149601955033/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/"
7937708012,16059,8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/",9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/"
7937709763,16312,8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/",8893825,"Lucky Bulldogs","LB","https://steamusercontent-a.akamaihd.net/ugc/2001335808621483127/5A5F024213E96EFED441218F3DBE395B9C10308C/"
7937717224,16059,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/"
7937739489,16312,8893825,"Lucky Bulldogs","LB","https://steamusercontent-a.akamaihd.net/ugc/2001335808621483127/5A5F024213E96EFED441218F3DBE395B9C10308C/",8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/"
7937751757,16059,9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/",8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/"
7937753061,15901,9504780,"Rakuzan","Rakuzan","https://steamusercontent-a.akamaihd.net/ugc/2503523949680034823/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/",9492695,"Ghost Sheep","","https://steamusercontent-a.akamaihd.net/ugc/2462990284003871112/2463CD2FDC05838CACEB66AAE27F597798C40B34/"
7937775521,16312,8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/",8893825,"Lucky Bulldogs","LB","https://steamusercontent-a.akamaihd.net/ugc/2001335808621483127/5A5F024213E96EFED441218F3DBE395B9C10308C/"
7937776965,17059,350190,"Ascent Esports","Ascent","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/350190.png",9409659,"spiky gaming","","https://steamusercontent-a.akamaihd.net/ugc/2497884302563869757/495402769E3CA0B57209C58A2A52EF5E38D8513D/"
7937781692,16059,8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/"
7937806850,15901,9492695,"Ghost Sheep","","https://steamusercontent-a.akamaihd.net/ugc/2462990284003871112/2463CD2FDC05838CACEB66AAE27F597798C40B34/",9504780,"Rakuzan","Rakuzan","https://steamusercontent-a.akamaihd.net/ugc/2503523949680034823/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/"
7937811463,16059,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/",8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/"
7937814206,17059,350190,"Ascent Esports","Ascent","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/350190.png",9409659,"spiky gaming","","https://steamusercontent-a.akamaihd.net/ugc/2497884302563869757/495402769E3CA0B57209C58A2A52EF5E38D8513D/"
7937827303,16312,9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/",9332069,"Mister Maniacs","MM","https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/"
7937853498,16312,9332069,"Mister Maniacs","MM","https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/",9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/"
7937872695,15901,8831040,"Ghost Sheep","GS","https://steamusercontent-a.akamaihd.net/ugc/1812159972016009901/2463CD2FDC05838CACEB66AAE27F597798C40B34/",9225431,"TEIKO","","https://steamusercontent-a.akamaihd.net/ugc/2130824444498259213/3FF228A7F7409318EEC092C18C14AF690A009B35/"
7937917334,15901,9225431,"TEIKO","","https://steamusercontent-a.akamaihd.net/ugc/2130824444498259213/3FF228A7F7409318EEC092C18C14AF690A009B35/",9492695,"Ghost Sheep","","https://steamusercontent-a.akamaihd.net/ugc/2462990284003871112/2463CD2FDC05838CACEB66AAE27F597798C40B34/"
7937952056,16059,8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/",8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/"
7938002938,16059,8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/",8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/"
7938045152,15901,9505605,"Dominion","Dom","https://steamusercontent-a.akamaihd.net/ugc/2399941883251678445/257CB3B69D75A5BE2033B35AB3DC1EAABFE0B207/",9481964,"Elite Eclipse","EE","https://steamusercontent-a.akamaihd.net/ugc/2546305872362826210/996891188D796FFCE462134517E2FD018C06028C/"
7938068813,16059,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/",9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/"
7938125411,16059,9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/"
7938137178,15901,9482722,"Elite Eclipse ","EE","https://steamusercontent-a.akamaihd.net/ugc/2468619149601955033/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/",9505605,"Dominion","Dom","https://steamusercontent-a.akamaihd.net/ugc/2399941883251678445/257CB3B69D75A5BE2033B35AB3DC1EAABFE0B207/"
7938204270,16059,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/",9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/"
7938245729,15901,9482722,"Elite Eclipse ","EE","https://steamusercontent-a.akamaihd.net/ugc/2468619149601955033/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/",9505605,"Dominion","Dom","https://steamusercontent-a.akamaihd.net/ugc/2399941883251678445/257CB3B69D75A5BE2033B35AB3DC1EAABFE0B207/"
7938265818,16059,2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/"
7938281098,17021,9466552,"Team Llamas","TL","https://steamusercontent-a.akamaihd.net/ugc/2434844780370443683/5D2815185E70251C530B73F04C41DE434BE730AC/",9466551,"Blizzard Gaming","BG","https://steamusercontent-a.akamaihd.net/ugc/2385305186023234817/E0CFCBC8A6897D78FB6733287AAEE8EDC56866F6/"
7938322998,17021,9466551,"Blizzard Gaming","BG","https://steamusercontent-a.akamaihd.net/ugc/2385305186023234817/E0CFCBC8A6897D78FB6733287AAEE8EDC56866F6/",9466552,"Team Llamas","TL","https://steamusercontent-a.akamaihd.net/ugc/2434844780370443683/5D2815185E70251C530B73F04C41DE434BE730AC/"
7938329653,15901,8993427,"Air Defense","AD","https://steamusercontent-a.akamaihd.net/ugc/1996819597310159490/85FEE9759F6A9ABB8283A21CE2A8AC57004B4BCA/",9476660,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2510276327850889260/ABAFF8B8AF274B92478B3692DD1C753CCF51CBD4/"
7938330556,16059,8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
7938397965,15901,9476660,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2510276327850889260/ABAFF8B8AF274B92478B3692DD1C753CCF51CBD4/",9530716,"Air Defence","AD","https://steamusercontent-a.akamaihd.net/ugc/2417958726624961451/B735C35337F59604BC717BC7E2FDFC3B09080C6D/"
7938456214,15901,9530716,"Air Defence","AD","https://steamusercontent-a.akamaihd.net/ugc/2417958726624961451/B735C35337F59604BC717BC7E2FDFC3B09080C6D/",9476660,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2510276327850889260/ABAFF8B8AF274B92478B3692DD1C753CCF51CBD4/"
7938555226,17021,9466552,"Team Llamas","TL","https://steamusercontent-a.akamaihd.net/ugc/2434844780370443683/5D2815185E70251C530B73F04C41DE434BE730AC/",9466541," Titan Gaming","TG","https://steamusercontent-a.akamaihd.net/ugc/2397690083444615849/B03C2BD61E287FB1142F2560843718E0145BB240/"
7938596600,16635,8850016,"FLYING FORTUNE","Ff","https://steamusercontent-a.akamaihd.net/ugc/1914618053677183905/643B71E4BC0996372029AC8E917018769F378A6F/",8849833,"VERTEX PACK","vP","https://steamusercontent-a.akamaihd.net/ugc/2047503411652997007/08F27DE9B0F0C1AB4C669A5785486AAA77E8917C/"
7938597697,17021,9466541," Titan Gaming","TG","https://steamusercontent-a.akamaihd.net/ugc/2397690083444615849/B03C2BD61E287FB1142F2560843718E0145BB240/",9466552,"Team Llamas","TL","https://steamusercontent-a.akamaihd.net/ugc/2434844780370443683/5D2815185E70251C530B73F04C41DE434BE730AC/"
7938610270,15901,9344594,"Dominion","DO","https://steamusercontent-a.akamaihd.net/ugc/2321112186415898348/871A78A27BBA2ABBD82864F988C23D15C7351836/",9517732,"Eye Gaming","eye","https://steamusercontent-a.akamaihd.net/ugc/2433719947397871957/F4D0AD6C0EFC58DCF8DED009E4D51F25BE2DA05F/"
7938629846,17021,9466552,"Team Llamas","TL","https://steamusercontent-a.akamaihd.net/ugc/2434844780370443683/5D2815185E70251C530B73F04C41DE434BE730AC/",9466541," Titan Gaming","TG","https://steamusercontent-a.akamaihd.net/ugc/2397690083444615849/B03C2BD61E287FB1142F2560843718E0145BB240/"
7938650598,16635,8849833,"VERTEX PACK","vP","https://steamusercontent-a.akamaihd.net/ugc/2047503411652997007/08F27DE9B0F0C1AB4C669A5785486AAA77E8917C/",8850016,"FLYING FORTUNE","Ff","https://steamusercontent-a.akamaihd.net/ugc/1914618053677183905/643B71E4BC0996372029AC8E917018769F378A6F/"
7938678467,15901,9517732,"Eye Gaming","eye","https://steamusercontent-a.akamaihd.net/ugc/2433719947397871957/F4D0AD6C0EFC58DCF8DED009E4D51F25BE2DA05F/",9344594,"Dominion","DO","https://steamusercontent-a.akamaihd.net/ugc/2321112186415898348/871A78A27BBA2ABBD82864F988C23D15C7351836/"
7938709158,16635,8849837,"FALL VICTIMS","FV","https://steamusercontent-a.akamaihd.net/ugc/1839182035511443777/DF26E33597EAEB9EBB3F085DA1CA7667E5E11BCB/",8849850,"HELLBEAR HEROES","HH","https://steamusercontent-a.akamaihd.net/ugc/2504646219095011633/000ACC2A4ADD9D3EBA21A1A4556FCC192415B318/"
7938723472,15901,9344594,"Dominion","DO","https://steamusercontent-a.akamaihd.net/ugc/2321112186415898348/871A78A27BBA2ABBD82864F988C23D15C7351836/",9517732,"Eye Gaming","eye","https://steamusercontent-a.akamaihd.net/ugc/2433719947397871957/F4D0AD6C0EFC58DCF8DED009E4D51F25BE2DA05F/"
7938748592,17021,9466547,"Team Echo","TE","https://steamusercontent-a.akamaihd.net/ugc/2430341181992840712/258BDC28543623B7705F31209DC5F18E978849B1/",9466548,"IronClaw","ic","https://steamusercontent-a.akamaihd.net/ugc/2420208080983768196/12511800F918C14353B7BDE2FF1D51755CE3D417/"
7938749582,16635,8849850,"HELLBEAR HEROES","HH","https://steamusercontent-a.akamaihd.net/ugc/2504646219095011633/000ACC2A4ADD9D3EBA21A1A4556FCC192415B318/",8849837,"FALL VICTIMS","FV","https://steamusercontent-a.akamaihd.net/ugc/1839182035511443777/DF26E33597EAEB9EBB3F085DA1CA7667E5E11BCB/"
7938772500,17021,9466548,"IronClaw","ic","https://steamusercontent-a.akamaihd.net/ugc/2420208080983768196/12511800F918C14353B7BDE2FF1D51755CE3D417/",9466547,"Team Echo","TE","https://steamusercontent-a.akamaihd.net/ugc/2430341181992840712/258BDC28543623B7705F31209DC5F18E978849B1/"
7938780936,16635,8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/",8849990,"REAL ECLIPSE","RE","https://steamusercontent-a.akamaihd.net/ugc/2412313289525493186/FD5993C92A7CD4DAB88FB14DB2E360CFF84FB935/"
7938789240,17063,9530540,"Cat Girls","CatGirl","https://steamusercontent-a.akamaihd.net/ugc/2392062395224132102/2394748DC339F92F0CE3D7662623879DD3C58411/",9467212,"Savage Gaming","SAVAG","https://steamusercontent-a.akamaihd.net/ugc/2495639017695283448/322F61B9E53822B5C88D83F87DB7C918B868A512/"
7938791485,17021,9466547,"Team Echo","TE","https://steamusercontent-a.akamaihd.net/ugc/2430341181992840712/258BDC28543623B7705F31209DC5F18E978849B1/",9466548,"IronClaw","ic","https://steamusercontent-a.akamaihd.net/ugc/2420208080983768196/12511800F918C14353B7BDE2FF1D51755CE3D417/"
7938803361,16635,8849990,"REAL ECLIPSE","RE","https://steamusercontent-a.akamaihd.net/ugc/2412313289525493186/FD5993C92A7CD4DAB88FB14DB2E360CFF84FB935/",8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/"
7938829733,16635,8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/",8849990,"REAL ECLIPSE","RE","https://steamusercontent-a.akamaihd.net/ugc/2412313289525493186/FD5993C92A7CD4DAB88FB14DB2E360CFF84FB935/"
7938849966,17063,9525152,"Arduina Gaming","Ard","https://steamusercontent-a.akamaihd.net/ugc/2415706293255582191/703FB532CD23C485051361714D608177623C3156/",9530572,"Evil Angels ","EvilA.","https://steamusercontent-a.akamaihd.net/ugc/2363915531090977606/1F200D9E1E48D3FE8016EA6D6B67C1CFCB0CC4E9/"
7938851440,16635,8957156,"Silent killer","sK","https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/",8970060,"Moonwalkers","MW","https://steamusercontent-a.akamaihd.net/ugc/2446097424529632497/7D798608363051E3C4AA9D1B769E1728B8AFA56D/"
7938879280,16635,8970060,"Moonwalkers","MW","https://steamusercontent-a.akamaihd.net/ugc/2446097424529632497/7D798608363051E3C4AA9D1B769E1728B8AFA56D/",8957156,"Silent killer","sK","https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/"
7938887324,17063,9103873,"Infamous Astra","infamous.A","https://steamusercontent-a.akamaihd.net/ugc/2032858469296116678/EDF6030FFA1952797EE94712BB781280D5034932/",-1,"<UNKNOWN>","<UNKNOWN>","<UNKNOWN>"
7938903372,16635,8957156,"Silent killer","sK","https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/",8970060,"Moonwalkers","MW","https://steamusercontent-a.akamaihd.net/ugc/2446097424529632497/7D798608363051E3C4AA9D1B769E1728B8AFA56D/"
7938938892,16059,8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/"
